video,status,npz_files,total_wall_s,gpu_util_max,gpu_util_mean,gpu_util_p95,gpu_mem_peak_mib,gpu_mem_mean_mib,gpu_samples
8ByXi5L4c3I,complete,7,198.9,100.0,6.2,57.0,2637.0,2435.8,185
8Cv0BwfCoBY,complete,7,528.0,100.0,5.1,47.0,2637.0,2437.7,485
8D9Ck4DL6qs,complete,7,510.2,100.0,4.7,32.0,2637.0,2434.9,471
8DLmFbU7EN8,complete,7,228.6,100.0,2.8,18.0,2637.0,2434.1,209
8DRH3xksrb0,complete,7,419.0,100.0,6.1,54.0,2844.0,2436.5,388
8D_15qOjON4,complete,7,399.6,100.0,8.9,73.0,3754.0,2449.7,369
8G2SgpH3Kg0,complete,7,494.4,100.0,6.8,56.0,2649.0,2434.8,455
8HXKAkWANrs,complete,7,288.6,100.0,4.4,36.0,3051.0,2435.5,268
8IJznyMAevE,complete,7,659.0,100.0,4.0,29.0,2637.0,2434.6,596
8ISb5KZd-d8,complete,7,360.1,100.0,7.0,58.0,2637.0,2438.0,339
8InnKe9Nbi8,complete,7,204.5,100.0,3.5,19.0,2844.0,2437.5,194
8JatfMMvPII,complete,7,243.7,100.0,6.1,67.0,2842.0,2438.1,230
8K1uGlxco9I,complete,7,273.4,100.0,3.3,18.0,3212.0,2447.9,253
8KN0hnxJUeg,complete,7,270.7,100.0,4.3,38.0,2931.0,2436.8,254
8Ksg7cmi6Qo,complete,7,219.1,100.0,4.7,45.0,2844.0,2437.0,206
8MFf2CKIfA0,complete,7,320.9,100.0,6.9,49.0,2637.0,2436.6,300
8NJM7PBAvRA,complete,7,206.9,100.0,6.2,49.0,2637.0,2435.3,194
8Nfi2IKsYG4,complete,7,359.4,100.0,6.5,49.0,2844.0,2435.2,338
8OMn4DaStqI,complete,7,240.5,100.0,5.7,49.0,2637.0,2435.8,228
8Q8wgd7eYAk,complete,7,303.4,100.0,9.2,79.0,3274.0,2442.0,286
8RAzrGuYZbw,complete,7,194.2,100.0,4.9,46.0,2637.0,2435.5,185
8To-Tr3jqHo,complete,7,375.5,100.0,5.5,49.0,2637.0,2437.2,350
8UQ9GYUTWlc,complete,7,380.3,100.0,5.9,46.0,2844.0,2434.7,353
8Ud5tfDeZ3g,complete,7,497.5,100.0,5.3,43.0,2637.0,2436.8,458
8Vr2gmIudPI,complete,7,283.6,100.0,6.9,48.0,2637.0,2436.5,264
8Y-wAX5S9As,complete,7,306.2,100.0,4.6,42.0,2637.0,2435.0,289
8YA9iPnSXyA,complete,7,320.0,100.0,5.9,49.0,2637.0,2437.5,299
8_TwJjk7gjY,complete,5,325.1,100.0,1.7,4.0,2637.0,2444.1,340
8bEJ3TRDNfE,complete,7,440.1,100.0,6.6,56.0,2637.0,2435.4,402
8bhYAvEsRqk,complete,7,381.9,100.0,9.3,73.0,3364.0,2449.5,352
8cEdndsuzSE,complete,7,348.9,100.0,4.9,39.0,2844.0,2436.9,329
8eFRk2PscRo,complete,6,496.7,100.0,2.5,8.0,2868.0,2435.7,459
8ezz_6-cXT0,complete,7,192.6,100.0,4.7,36.0,2649.0,2437.0,180
8fU17f-zQe4,complete,7,478.2,100.0,4.9,32.0,2637.0,2436.3,443
8gkEPDIf_mU,complete,7,210.7,100.0,4.3,32.0,2637.0,2434.5,196
8htDNIVsEzw,complete,0,21.7,100.0,4.7,32.0,2635.0,2431.4,147
8iJep87bvRI,complete,7,434.9,100.0,7.2,52.0,2637.0,2434.9,406
8ibobtF977E,complete,7,239.5,100.0,3.1,14.0,2637.0,2437.0,225
8ius6JNOB18,complete,7,193.6,93.0,8.0,49.0,2637.0,2436.7,184
8jiNCNbqqac,complete,7,251.8,100.0,5.5,49.0,2637.0,2436.7,229
8mhYReoYgiQ,complete,7,340.5,100.0,8.5,71.0,3296.0,2445.0,322
8n4S1-ctsZw,complete,7,273.2,100.0,6.5,46.0,2637.0,2436.8,256
8n8scyrJHlk,complete,7,208.8,100.0,2.8,4.0,2844.0,2441.9,196
8nnUSKd-kPU,complete,7,386.7,100.0,4.0,27.0,2637.0,2436.9,361
8odI2ADcyjU,complete,7,182.2,100.0,5.0,56.0,2637.0,2439.1,171
8odmyco7v-k,complete,0,26.1,100.0,4.1,29.0,2637.0,2434.6,108
8olxr4bTax0,complete,7,325.0,100.0,3.7,18.0,2637.0,2437.0,306
8ooLKgRZ4ic,complete,7,181.5,100.0,3.6,23.0,2637.0,2437.8,170
8rWtKKeBMm8,complete,6,498.2,100.0,2.4,8.0,3282.0,2438.0,460
8uG4xekV9II,complete,7,286.4,83.0,1.5,0.0,2637.0,2439.3,259
8uptsMfRH-A,complete,7,278.0,100.0,7.3,56.0,2637.0,2438.3,261
8wicpQBSUxM,complete,7,395.7,100.0,6.1,57.0,2844.0,2435.1,369
8xDDvCO13F8,complete,7,168.9,100.0,8.5,80.0,2637.0,2437.7,160
8xiuo-rcZb0,complete,7,226.1,100.0,6.3,47.0,3212.0,2442.6,213
90-G9F6PFsk,complete,7,333.8,100.0,7.0,48.0,2637.0,2436.6,312
90MlWY5i6vQ,complete,7,288.7,100.0,5.6,49.0,2637.0,2436.5,273
91y2rGThgeA,complete,7,242.8,100.0,4.6,40.0,2637.0,2436.4,229
92XmX19e0O8,complete,7,333.4,100.0,5.3,39.0,2931.0,2436.0,314
92qUflgsSVo,complete,7,271.5,100.0,6.9,59.0,2637.0,2436.6,256
93FL6Er9RKY,complete,7,370.9,100.0,4.8,42.0,2637.0,2437.1,349
95RJZnfWBuU,complete,7,276.0,100.0,9.4,72.0,3274.0,2443.8,261
97aWdhj59mY,complete,7,311.7,100.0,7.2,50.0,2649.0,2436.5,292
98Uc68nEoeQ,complete,7,188.0,100.0,4.6,34.0,2637.0,2438.2,177
9A_uVYdldmA,complete,7,430.8,100.0,4.4,30.0,2637.0,2435.3,397
9B1FQVfdujk,complete,7,318.7,100.0,5.3,47.0,2637.0,2436.2,299
9DUJOxxyjOw,complete,7,221.0,100.0,6.2,63.0,2660.0,2437.3,207
9FW0g2_Iq6E,complete,7,257.4,100.0,6.4,49.0,2844.0,2436.9,243
9FlDcckEd7Q,complete,7,183.7,100.0,3.3,20.0,2637.0,2439.5,173
9Mon30j3rw8,complete,7,177.0,100.0,7.8,69.0,2637.0,2436.1,168
9PHuQxTf9tU,complete,7,497.7,100.0,4.3,28.0,2637.0,2434.9,470
9Rb5Wr0tOvI,complete,7,315.8,100.0,6.2,54.0,2842.0,2436.2,296
9TzDUNhonU8,complete,7,237.9,92.0,4.0,32.0,3146.0,2441.0,224
9U4BFOh0LBE,complete,3,87.3,100.0,2.4,16.0,2637.0,2442.7,240
9UD7L7Hi3QY,complete,7,284.9,100.0,7.2,49.0,2637.0,2436.2,268
9Uvr_IhhGfE,complete,7,270.7,90.0,4.9,42.0,2637.0,2435.9,253
9VN6xUjXdo8,complete,7,332.1,100.0,5.7,47.0,2637.0,2435.4,311
9WVSHxEWXqc,complete,7,325.7,100.0,5.0,47.0,2637.0,2436.7,307
9XXhifmuNaU,complete,7,297.6,100.0,7.6,64.0,2637.0,2435.6,278
9YICpjeGsbE,complete,7,420.4,100.0,6.3,55.0,2650.0,2434.8,391
9YUt465ZniM,complete,7,204.1,100.0,3.7,18.0,2844.0,2438.9,191
9a2KPIV3QQ0,complete,7,392.0,100.0,6.2,48.0,2637.0,2434.6,364
9aZ7Vbe_rhg,complete,7,308.5,100.0,6.3,47.0,2637.0,2434.5,288
9cqvkPvCpCU,complete,9,316.8,100.0,6.4,49.0,2637.0,2433.6,297
9eBfp2FV8Z0,complete,7,311.1,100.0,8.9,72.0,3274.0,2440.4,294
9g9zkRiZFFc,complete,7,243.4,100.0,5.2,51.0,3298.0,2450.5,227
9gCyDfvoJyQ,complete,7,253.3,100.0,2.9,16.0,2844.0,2437.6,231
9h7wFneYeqI,complete,7,186.2,100.0,5.3,33.0,2637.0,2434.7,174
9i7_v0T3N38,complete,7,165.1,100.0,4.8,31.0,2637.0,2436.6,157
9mEP3bRsFgI,complete,3,253.5,100.0,1.6,2.0,2842.0,2443.8,324
9nUZj6aaVEM,complete,7,292.8,100.0,7.7,52.0,2637.0,2436.2,275
9rO_I5Kvogw,complete,7,186.5,59.0,1.9,9.0,2637.0,2441.8,176
9v-uyZgwUWI,complete,7,318.1,100.0,5.9,46.0,2844.0,2438.8,296
