a,b,spearman
core_depth_midas__preview_times_s__mean,cut_detection__times_s__std,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_clip__times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__preview_times_s__max,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__preview_times_s__max,cut_detection__union_timestamps_sec__p50,0.9997
core_depth_midas__preview_times_s__max,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__preview_times_s__max,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__preview_times_s__max,scene_classification__end_time_s__max,0.9997
core_depth_midas__preview_times_s__max,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__max,cut_detection__pair_times_s__max,0.9997
core_optical_flow__times_s__max,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__times_s__max,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__mean,scene_classification__end_time_s__max,0.9997
core_clip__times_s__mean,scene_classification__times_s__max,0.9997
core_clip__times_s__mean,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__p50,cut_detection__times_s__max,0.9997
core_clip__times_s__mean,scene_classification__times_s__std,0.9997
core_depth_midas__preview_times_s__max,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__p50,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__max,0.9997
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__p90,0.9997
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__std,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__pair_times_s__max,0.9997
core_depth_midas__preview_times_s__mean,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__preview_times_s__max,scene_classification__times_s__std,0.9997
core_optical_flow__preview_cur_times_s__p50,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__p50,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__mean,scene_classification__times_s__p90,0.9997
core_depth_midas__times_s__mean,cut_detection__times_s__p90,0.9997
core_optical_flow__times_s__p90,cut_detection__pair_times_s__max,0.9997
core_optical_flow__times_s__std,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__times_s__std,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__times_s__std,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__times_s__std,scene_classification__end_time_s__max,0.9997
core_optical_flow__times_s__std,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__std,scene_classification__times_s__mean,0.9997
core_optical_flow__times_s__std,scene_classification__times_s__p90,0.9997
core_optical_flow__times_s__std,scene_classification__times_s__std,0.9997
core_clip__times_s__p50,scene_classification__times_s__max,0.9997
core_clip__times_s__p50,scene_classification__times_s__p50,0.9997
core_depth_midas__preview_times_s__mean,scene_classification__end_time_s__max,0.9997
core_optical_flow__times_s__p90,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__times_s__p90,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__times_s__p90,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__p50,cut_detection__times_s__max,0.9997
core_clip__times_s__p50,cut_detection__times_s__p50,0.9997
core_clip__times_s__p50,scene_classification__end_time_s__max,0.9997
core_clip__times_s__p90,cut_detection__pair_times_s__max,0.9997
core_clip__times_s__p90,cut_detection__pair_times_s__mean,0.9997
core_clip__times_s__p90,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__p90,cut_detection__pair_times_s__p90,0.9997
core_clip__times_s__p90,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__p90,cut_detection__times_s__max,0.9997
core_clip__times_s__p90,cut_detection__times_s__mean,0.9997
core_optical_flow__times_s__p90,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__times_s__p90,cut_detection__times_s__p90,0.9997
core_optical_flow__times_s__p90,cut_detection__times_s__std,0.9997
core_optical_flow__times_s__p90,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__times_s__p90,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__times_s__p90,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__times_s__p90,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__times_s__p90,scene_classification__end_time_s__max,0.9997
core_optical_flow__times_s__p90,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__p90,scene_classification__times_s__mean,0.9997
core_optical_flow__times_s__p90,scene_classification__times_s__p90,0.9997
core_optical_flow__times_s__p90,scene_classification__times_s__std,0.9997
core_optical_flow__times_s__std,cut_detection__pair_times_s__max,0.9997
core_optical_flow__times_s__std,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__times_s__mean,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__times_s__std,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__union_timestamps_sec__max,0.9997
core_clip__times_s__max,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__max,cut_detection__pair_times_s__p90,0.9997
core_clip__times_s__max,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__max,cut_detection__times_s__max,0.9997
core_clip__times_s__max,cut_detection__times_s__mean,0.9997
core_clip__times_s__max,cut_detection__times_s__p50,0.9997
core_clip__times_s__max,cut_detection__times_s__p90,0.9997
core_clip__times_s__max,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__mean,scene_classification__times_s__std,0.9997
core_depth_midas__times_s__mean,cut_detection__pair_times_s__max,0.9997
core_depth_midas__times_s__mean,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__times_s__std,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__times_s__mean,scene_classification__end_time_s__max,0.9997
core_optical_flow__times_s__mean,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__mean,scene_classification__times_s__mean,0.9997
core_optical_flow__times_s__mean,scene_classification__times_s__p90,0.9997
core_optical_flow__times_s__mean,scene_classification__times_s__std,0.9997
core_clip__times_s__std,scene_classification__times_s__p90,0.9997
core_depth_midas__preview_times_s__max,scene_classification__times_s__p90,0.9997
core_depth_midas__preview_times_s__max,cut_detection__pair_times_s__max,0.9997
core_depth_midas__preview_times_s__max,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__preview_times_s__max,cut_detection__pair_times_s__p50,0.9997
core_depth_midas__preview_times_s__max,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__preview_times_s__max,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__p50,cut_detection__union_timestamps_sec__max,0.9997
core_clip__times_s__std,cut_detection__pair_times_s__mean,0.9997
core_clip__times_s__std,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__std,cut_detection__pair_times_s__p90,0.9997
core_clip__times_s__std,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__std,cut_detection__times_s__max,0.9997
core_clip__times_s__std,cut_detection__times_s__mean,0.9997
core_clip__times_s__std,cut_detection__times_s__p90,0.9997
core_clip__times_s__std,cut_detection__times_s__std,0.9997
core_optical_flow__times_s__max,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__max,scene_classification__times_s__mean,0.9997
core_optical_flow__times_s__max,scene_classification__times_s__p90,0.9997
core_optical_flow__times_s__max,scene_classification__times_s__std,0.9997
core_optical_flow__times_s__mean,cut_detection__pair_times_s__max,0.9997
core_clip__times_s__std,cut_detection__pair_times_s__max,0.9997
core_clip__times_s__p50,cut_detection__union_timestamps_sec__p50,0.9997
core_optical_flow__times_s__p50,scene_classification__end_time_s__max,0.9997
core_optical_flow__times_s__p50,scene_classification__times_s__max,0.9997
core_optical_flow__times_s__p50,scene_classification__times_s__p50,0.9997
core_clip__times_s__p90,cut_detection__union_timestamps_sec__mean,0.9997
core_clip__times_s__p90,cut_detection__union_timestamps_sec__p90,0.9997
core_clip__times_s__p90,cut_detection__union_timestamps_sec__std,0.9997
core_clip__times_s__p90,scene_classification__end_time_s__max,0.9997
core_clip__times_s__p90,scene_classification__times_s__max,0.9997
core_clip__times_s__p90,scene_classification__times_s__mean,0.9997
core_clip__times_s__p90,scene_classification__times_s__p90,0.9997
core_clip__times_s__p90,cut_detection__times_s__p90,0.9997
core_clip__times_s__p90,cut_detection__times_s__std,0.9997
core_optical_flow__times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__times_s__p50,cut_detection__times_s__max,0.9997
core_optical_flow__times_s__p50,cut_detection__times_s__p50,0.9997
core_optical_flow__times_s__p50,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__times_s__p50,cut_detection__union_timestamps_sec__p50,0.9997
core_clip__times_s__std,cut_detection__union_timestamps_sec__max,0.9997
core_clip__times_s__std,cut_detection__union_timestamps_sec__mean,0.9997
core_clip__times_s__std,cut_detection__union_timestamps_sec__p90,0.9997
core_clip__times_s__std,cut_detection__union_timestamps_sec__std,0.9997
core_clip__times_s__p90,scene_classification__times_s__std,0.9997
core_optical_flow__times_s__mean,cut_detection__times_s__p90,0.9997
core_optical_flow__times_s__mean,cut_detection__times_s__std,0.9997
core_optical_flow__times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_clip__times_s__p90,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__std,cut_detection__times_s__p90,0.9997
core_depth_midas__times_s__std,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__std,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__std,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__times_s__std,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__times_s__p90,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__times_s__p90,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__times_s__p90,cut_detection__union_timestamps_sec__std,0.9997
core_clip__times_s__max,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__p90,cut_detection__times_s__max,0.9997
core_depth_midas__times_s__p90,cut_detection__times_s__mean,0.9997
core_optical_flow__times_s__p90,cut_detection__times_s__mean,0.9997
core_depth_midas__times_s__max,cut_detection__pair_times_s__max,0.9997
core_depth_midas__times_s__max,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__times_s__max,cut_detection__pair_times_s__p50,0.9997
core_depth_midas__times_s__max,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__times_s__max,cut_detection__pair_times_s__std,0.9997
core_depth_midas__times_s__max,cut_detection__times_s__max,0.9997
core_depth_midas__times_s__max,cut_detection__times_s__mean,0.9997
core_depth_midas__times_s__max,cut_detection__times_s__p50,0.9997
core_depth_midas__times_s__max,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__max,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__times_s__max,cut_detection__union_timestamps_sec__p50,0.9997
core_depth_midas__times_s__max,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__times_s__p90,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_clip__times_s__max,cut_detection__union_timestamps_sec__mean,0.9997
core_clip__times_s__max,cut_detection__union_timestamps_sec__p50,0.9997
core_clip__times_s__max,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__union_timestamps_sec__p90,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__preview_prev_times_s__p50,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__mean,0.9997
core_depth_midas__times_s__std,cut_detection__times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__times_s__std,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__times_s__std,scene_classification__end_time_s__max,0.9997
core_depth_midas__times_s__std,scene_classification__times_s__max,0.9997
core_depth_midas__times_s__std,scene_classification__times_s__mean,0.9997
core_depth_midas__times_s__max,scene_classification__end_time_s__max,0.9997
core_depth_midas__times_s__max,scene_classification__times_s__max,0.9997
core_depth_midas__times_s__std,cut_detection__pair_times_s__p50,0.9997
core_depth_midas__times_s__std,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__times_s__std,cut_detection__pair_times_s__std,0.9997
core_depth_midas__times_s__std,cut_detection__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__std,0.9997
core_depth_midas__times_s__max,cut_detection__times_s__p90,0.9997
core_depth_midas__times_s__max,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__mean,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__times_s__mean,cut_detection__pair_times_s__std,0.9997
core_depth_midas__times_s__mean,cut_detection__times_s__max,0.9997
core_depth_midas__times_s__mean,cut_detection__times_s__mean,0.9997
core_optical_flow__times_s__std,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__times_s__std,cut_detection__pair_times_s__std,0.9997
core_optical_flow__times_s__std,cut_detection__times_s__max,0.9997
core_optical_flow__times_s__std,cut_detection__times_s__mean,0.9997
core_optical_flow__times_s__std,cut_detection__times_s__p90,0.9997
core_depth_midas__times_s__max,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__times_s__std,cut_detection__union_timestamps_sec__max,0.9997
core_clip__times_s__max,cut_detection__union_timestamps_sec__std,0.9997
core_clip__times_s__max,scene_classification__end_time_s__max,0.9997
core_clip__times_s__max,cut_detection__pair_times_s__max,0.9997
core_clip__times_s__max,cut_detection__pair_times_s__mean,0.9997
core_depth_midas__times_s__p50,scene_classification__end_time_s__max,0.9997
core_depth_midas__times_s__p50,scene_classification__times_s__max,0.9997
core_depth_midas__times_s__p50,scene_classification__times_s__p50,0.9997
core_depth_midas__times_s__p50,cut_detection__times_s__max,0.9997
core_depth_midas__times_s__p50,cut_detection__times_s__p50,0.9997
core_optical_flow__times_s__p90,cut_detection__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__times_s__p90,0.9997
core_optical_flow__times_s__std,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__mean,scene_classification__end_time_s__max,0.9997
core_depth_midas__times_s__mean,scene_classification__times_s__max,0.9997
core_depth_midas__times_s__mean,scene_classification__times_s__mean,0.9997
core_depth_midas__times_s__mean,scene_classification__times_s__p90,0.9997
core_depth_midas__times_s__max,scene_classification__times_s__mean,0.9997
core_depth_midas__times_s__max,scene_classification__times_s__p90,0.9997
core_depth_midas__times_s__max,scene_classification__times_s__std,0.9997
core_depth_midas__times_s__p90,scene_classification__times_s__max,0.9997
core_depth_midas__times_s__p90,scene_classification__times_s__mean,0.9997
core_depth_midas__times_s__p90,scene_classification__times_s__p90,0.9997
core_depth_midas__times_s__p90,scene_classification__times_s__std,0.9997
core_depth_midas__times_s__p90,cut_detection__pair_times_s__max,0.9997
core_depth_midas__times_s__p90,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__p90,cut_detection__pair_times_s__p50,0.9997
core_depth_midas__times_s__p90,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__times_s__p90,cut_detection__pair_times_s__std,0.9997
core_depth_midas__times_s__mean,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__times_s__p50,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__times_s__p50,cut_detection__union_timestamps_sec__p50,0.9997
core_depth_midas__times_s__p90,cut_detection__times_s__p90,0.9997
core_depth_midas__times_s__p90,cut_detection__times_s__std,0.9997
core_depth_midas__times_s__p90,cut_detection__pair_times_s__mean,0.9997
core_clip__times_s__mean,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__union_timestamps_sec__p50,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__times_s__p50,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__times_s__p90,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__times_s__std,0.9997
core_depth_midas__preview_times_s__p50,scene_classification__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_depth_midas__preview_times_s__p50,scene_classification__times_s__p50,0.9997
core_depth_midas__preview_times_s__p50,scene_classification__times_s__std,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__pair_times_s__max,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__times_s__max,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__union_timestamps_sec__p50,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__union_timestamps_sec__p90,0.9997
core_depth_midas__preview_times_s__p50,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__preview_cur_times_s__mean,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__max,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__times_s__max,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__times_s__p90,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__times_s__std,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__preview_cur_times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__std,0.9997
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__p90,0.9997
core_clip__times_s__mean,cut_detection__union_timestamps_sec__mean,0.9997
core_depth_midas__preview_times_s__mean,scene_classification__times_s__max,0.9997
core_depth_midas__preview_times_s__mean,scene_classification__times_s__mean,0.9997
core_depth_midas__preview_times_s__mean,scene_classification__times_s__p90,0.9997
core_depth_midas__preview_times_s__mean,scene_classification__times_s__std,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__times_s__mean,0.9997
core_clip__times_s__mean,cut_detection__times_s__p90,0.9997
core_clip__times_s__mean,cut_detection__times_s__std,0.9997
core_clip__times_s__mean,cut_detection__union_timestamps_sec__max,0.9997
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__std,0.9997
core_optical_flow__preview_prev_times_s__mean,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__p90,0.9997
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__std,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__max,scene_classification__times_s__max,0.9997
core_clip__times_s__max,scene_classification__times_s__mean,0.9997
core_clip__times_s__max,scene_classification__times_s__p90,0.9997
core_clip__times_s__max,scene_classification__times_s__std,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__times_s__std,scene_classification__times_s__p90,0.9997
core_depth_midas__times_s__std,scene_classification__times_s__std,0.9997
core_optical_flow__dt_seconds__max,cut_detection__pair_dt_s__max,0.9997
core_depth_midas__times_s__std,cut_detection__pair_times_s__max,0.9997
core_depth_midas__times_s__std,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__p50,cut_detection__times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__times_s__p90,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__times_s__std,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__pair_times_s__p90,0.9997
core_optical_flow__preview_cur_times_s__max,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__max,0.9997
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__p90,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__union_timestamps_sec__std,0.9997
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__std,0.9997
core_depth_midas__preview_times_s__p50,cut_detection__union_timestamps_sec__std,0.9997
core_depth_midas__preview_times_s__p50,scene_classification__end_time_s__max,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__pair_times_s__max,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__pair_times_s__mean,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__pair_times_s__p50,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__union_timestamps_sec__mean,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__pair_times_s__std,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__times_s__max,0.9997
core_optical_flow__preview_prev_times_s__mean,cut_detection__times_s__mean,0.9997
core_clip__times_s__mean,cut_detection__pair_times_s__max,0.9997
core_clip__times_s__mean,cut_detection__pair_times_s__mean,0.9997
core_clip__times_s__mean,cut_detection__pair_times_s__p50,0.9997
core_clip__times_s__mean,cut_detection__pair_times_s__p90,0.9997
core_clip__times_s__mean,cut_detection__pair_times_s__std,0.9997
core_clip__times_s__mean,cut_detection__times_s__max,0.9997
core_clip__times_s__mean,cut_detection__times_s__mean,0.9997
core_optical_flow__preview_prev_times_s__max,cut_detection__times_s__std,0.9997
core_optical_flow__preview_cur_times_s__max,cut_detection__pair_times_s__p90,0.9997
core_depth_midas__times_s__p50,cut_detection__times_s__mean,0.9996
core_depth_midas__times_s__p50,cut_detection__pair_times_s__std,0.9996
core_depth_midas__times_s__p50,cut_detection__pair_times_s__p90,0.9996
core_depth_midas__times_s__p50,cut_detection__pair_times_s__p50,0.9996
core_depth_midas__times_s__p50,cut_detection__pair_times_s__mean,0.9996
core_depth_midas__times_s__p50,cut_detection__pair_times_s__max,0.9996
core_depth_midas__times_s__p50,scene_classification__times_s__std,0.9996
core_depth_midas__times_s__p50,scene_classification__times_s__p90,0.9996
core_depth_midas__times_s__p50,scene_classification__times_s__mean,0.9996
core_depth_midas__times_s__p50,cut_detection__union_timestamps_sec__std,0.9996
core_depth_midas__times_s__p50,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__pair_times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__pair_times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__pair_times_s__max,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__std,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__p90,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__union_timestamps_sec__std,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__times_s__std,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_pair_pos__mean,scene_classification__end_frame__max,0.9996
core_optical_flow__times_s__p90,scene_classification__times_s__p50,0.9996
core_optical_flow__times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__times_s__p90,cut_detection__times_s__p50,0.9996
core_clip__times_s__p50,scene_classification__times_s__std,0.9996
core_clip__times_s__p50,scene_classification__times_s__p90,0.9996
core_clip__times_s__p50,scene_classification__times_s__mean,0.9996
core_optical_flow__times_s__std,scene_classification__times_s__p50,0.9996
core_optical_flow__times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__times_s__p50,scene_classification__times_s__std,0.9996
core_optical_flow__preview_pair_pos__p50,scene_classification__end_frame__max,0.9996
core_optical_flow__times_s__p50,scene_classification__times_s__p90,0.9996
core_optical_flow__times_s__p50,scene_classification__times_s__mean,0.9996
core_optical_flow__times_s__p50,cut_detection__union_timestamps_sec__std,0.9996
core_optical_flow__times_s__p50,cut_detection__union_timestamps_sec__p90,0.9996
core_clip__times_s__p50,cut_detection__union_timestamps_sec__std,0.9996
core_clip__times_s__p50,cut_detection__union_timestamps_sec__p90,0.9996
