a,b,spearman
core_clip__times_s__p50,cut_detection__union_timestamps_sec__mean,0.9996
core_clip__times_s__p50,cut_detection__times_s__std,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__max,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_pair_pos__max,scene_classification__end_frame__max,0.9996
core_clip__times_s__p50,cut_detection__pair_times_s__p90,0.9996
core_clip__times_s__p50,cut_detection__pair_times_s__p50,0.9996
core_clip__times_s__p50,cut_detection__pair_times_s__mean,0.9996
core_clip__times_s__p50,cut_detection__pair_times_s__max,0.9996
core_clip__times_s__p50,cut_detection__times_s__p90,0.9996
core_clip__times_s__p50,cut_detection__times_s__mean,0.9996
core_clip__times_s__p50,cut_detection__pair_times_s__std,0.9996
core_optical_flow__times_s__p50,cut_detection__union_timestamps_sec__mean,0.9996
core_optical_flow__times_s__p50,cut_detection__times_s__std,0.9996
core_optical_flow__times_s__p50,cut_detection__times_s__p90,0.9996
core_optical_flow__times_s__p50,cut_detection__times_s__mean,0.9996
core_optical_flow__times_s__p50,cut_detection__pair_times_s__std,0.9996
core_optical_flow__times_s__p50,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__mean,0.9996
core_clip__times_s__p90,cut_detection__times_s__p50,0.9996
core_clip__times_s__p90,scene_classification__times_s__p50,0.9996
core_clip__times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__times_s__p50,cut_detection__pair_times_s__p50,0.9996
core_optical_flow__times_s__p50,cut_detection__pair_times_s__mean,0.9996
core_optical_flow__times_s__p50,cut_detection__pair_times_s__max,0.9996
core_optical_flow__times_s__mean,scene_classification__times_s__p50,0.9996
core_optical_flow__times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__union_timestamps_sec__max,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__times_s__std,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__times_s__mean,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__times_s__max,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__pair_times_s__std,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__pair_times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__pair_times_s__mean,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__pair_times_s__max,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__std,0.9996
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__p90,0.9996
core_clip__times_s__std,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__union_timestamps_sec__std,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_cur_times_s__std,cut_detection__union_timestamps_sec__mean,0.9996
core_clip__times_s__std,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__std,0.9996
core_clip__times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__times_s__mean,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_pair_pos__p90,scene_classification__end_frame__max,0.9996
core_optical_flow__times_s__max,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__pair_times_s__max,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__mean,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__max,0.9996
core_optical_flow__preview_cur_times_s__p90,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__union_timestamps_sec__std,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__union_timestamps_sec__mean,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__union_timestamps_sec__max,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__times_s__std,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__times_s__p90,0.9996
core_optical_flow__preview_pair_pos__std,scene_classification__end_frame__max,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__std,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__times_s__mean,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__times_s__max,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__pair_times_s__std,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__pair_times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p90,cut_detection__pair_times_s__mean,0.9996
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__p50,0.9996
core_depth_midas__preview_times_s__max,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__std,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__union_timestamps_sec__std,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__union_timestamps_sec__mean,0.9996
core_clip__times_s__mean,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__p50,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_cur_times_s__p50,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__preview_times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__preview_times_s__mean,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__p50,cut_detection__times_s__p90,0.9996
core_depth_midas__preview_times_s__mean,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_cur_times_s__min,cut_detection__pair_times_s__min,0.9996
core_optical_flow__preview_cur_times_s__mean,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__p50,cut_detection__union_timestamps_sec__p90,0.9996
core_clip__times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__times_s__max,0.9996
core_depth_midas__preview_times_s__p50,cut_detection__pair_times_s__p50,0.9996
core_depth_midas__preview_times_s__p50,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__p50,0.9996
core_depth_midas__preview_times_s__p50,cut_detection__pair_times_s__p90,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__max,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__union_timestamps_sec__p90,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__max,cut_detection__union_timestamps_sec__max,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__union_timestamps_sec__max,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__times_s__std,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__times_s__p50,0.9996
core_clip__times_s__mean,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__pair_times_s__std,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__pair_times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__pair_times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__std,cut_detection__pair_times_s__max,0.9996
core_optical_flow__preview_prev_times_s__mean,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__pair_times_s__p50,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__pair_times_s__mean,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__pair_times_s__max,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__times_s__std,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__times_s__p90,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__times_s__p50,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__times_s__mean,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__union_timestamps_sec__max,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__times_s__std,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__times_s__p90,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__times_s__mean,0.9996
core_clip__times_s__max,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__p50,0.9996
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__soft_flow_mag__std,0.9996
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__motion_flow_mag__std,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__times_s__max,0.9996
core_depth_midas__preview_times_s__p90,scene_classification__end_time_s__max,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__union_timestamps_sec__std,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__union_timestamps_sec__p90,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__union_timestamps_sec__mean,0.9996
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__flow_mag__std,0.9996
core_optical_flow__motion_norm_per_sec_mean__max,cut_detection__soft_flow_mag__max,0.9996
core_optical_flow__motion_norm_per_sec_mean__max,cut_detection__motion_flow_mag__max,0.9996
core_optical_flow__motion_norm_per_sec_mean__max,cut_detection__flow_mag__max,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__pair_times_s__std,0.9996
core_depth_midas__preview_times_s__p90,cut_detection__pair_times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__p50,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__std,cut_detection__union_timestamps_sec__std,0.9996
core_depth_midas__preview_times_s__std,cut_detection__union_timestamps_sec__p90,0.9996
core_depth_midas__preview_times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__preview_times_s__std,cut_detection__union_timestamps_sec__mean,0.9996
core_depth_midas__preview_times_s__std,cut_detection__union_timestamps_sec__max,0.9996
core_depth_midas__preview_times_s__std,cut_detection__times_s__std,0.9996
core_depth_midas__preview_times_s__std,cut_detection__times_s__p90,0.9996
core_depth_midas__preview_times_s__std,cut_detection__times_s__p50,0.9996
core_depth_midas__preview_times_s__std,cut_detection__times_s__mean,0.9996
core_depth_midas__preview_times_s__std,cut_detection__times_s__max,0.9996
core_depth_midas__preview_times_s__std,cut_detection__pair_times_s__std,0.9996
core_depth_midas__preview_times_s__std,cut_detection__pair_times_s__p90,0.9996
core_depth_midas__preview_times_s__std,cut_detection__pair_times_s__p50,0.9996
core_depth_midas__preview_times_s__std,cut_detection__pair_times_s__mean,0.9996
core_depth_midas__preview_times_s__std,cut_detection__pair_times_s__max,0.9996
core_optical_flow__dt_seconds__std,cut_detection__pair_dt_s__std,0.9996
core_depth_midas__times_s__std,scene_classification__times_s__p50,0.9996
core_depth_midas__preview_times_s__std,scene_classification__times_s__std,0.9996
core_depth_midas__preview_times_s__std,scene_classification__times_s__p90,0.9996
core_depth_midas__preview_times_s__std,scene_classification__times_s__p50,0.9996
core_depth_midas__preview_times_s__std,scene_classification__times_s__mean,0.9996
core_depth_midas__preview_times_s__std,scene_classification__times_s__max,0.9996
core_depth_midas__preview_times_s__std,scene_classification__end_time_s__max,0.9996
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__p50,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__times_s__std,cut_detection__union_timestamps_sec__p50,0.9996
core_depth_midas__times_s__std,cut_detection__times_s__p50,0.9996
core_depth_midas__times_s__p90,scene_classification__times_s__p50,0.9996
core_depth_midas__times_s__max,scene_classification__times_s__p50,0.9996
core_depth_midas__times_s__mean,scene_classification__times_s__p50,0.9996
core_depth_midas__times_s__mean,cut_detection__times_s__p50,0.9996
core_depth_midas__times_s__p90,cut_detection__times_s__p50,0.9996
core_depth_midas__times_s__p50,cut_detection__union_timestamps_sec__mean,0.9996
core_depth_midas__times_s__p50,cut_detection__times_s__std,0.9996
core_depth_midas__times_s__mean,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__times_s__p90,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__times_s__p50,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__times_s__mean,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__times_s__max,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__pair_times_s__std,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__union_timestamps_sec__p50,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__union_timestamps_sec__mean,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__union_timestamps_sec__max,0.9996
core_optical_flow__preview_prev_times_s__p90,cut_detection__times_s__std,0.9996
core_depth_midas__times_s__p50,cut_detection__times_s__p90,0.9996
core_optical_flow__motion_norm_per_sec_mean__p90,cut_detection__soft_flow_mag__p90,0.9995
core_optical_flow__motion_norm_per_sec_mean__p90,cut_detection__flow_mag__p90,0.9995
core_optical_flow__motion_norm_per_sec_mean__p90,cut_detection__motion_flow_mag__p90,0.9995
core_optical_flow__motion_norm_per_sec_mean__mean,cut_detection__flow_mag__mean,0.9994
core_optical_flow__motion_norm_per_sec_mean__mean,cut_detection__motion_flow_mag__mean,0.9994
core_clip__frame_embeddings__std,scene_classification__frame_scene_embedding__std,0.9994
core_optical_flow__motion_norm_per_sec_mean__mean,cut_detection__soft_flow_mag__mean,0.9994
core_optical_flow__dt_seconds__p50,cut_detection__pair_dt_s__p50,0.9993
core_optical_flow__dt_seconds__mean,cut_detection__pair_dt_s__mean,0.9993
core_optical_flow__dt_seconds__p90,cut_detection__pair_dt_s__p90,0.9991
video_pacing__shot_duration_mean_normalized,video_pacing__shots_count,0.999
scene_classification__start_time_s__max,scene_classification__start_time_s__p90,0.9989
core_optical_flow__motion_norm_per_sec_mean__p50,cut_detection__soft_flow_mag__p50,0.9988
core_optical_flow__motion_norm_per_sec_mean__p50,cut_detection__motion_flow_mag__p50,0.9988
core_optical_flow__motion_norm_per_sec_mean__p50,cut_detection__flow_mag__p50,0.9988
core_clip__frame_embeddings__p50,scene_classification__frame_scene_embedding__p50,0.9985
cut_detection__union_timestamps_sec__p90,scene_classification__end_frame__max,0.9983
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__max,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__times_s__max,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__times_s__mean,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__times_s__p50,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__times_s__p90,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__times_s__std,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__preview_prev_times_s__max,0.9983
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__mean,0.9983
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__p50,0.9983
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__p90,0.9983
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__std,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__times_s__p50,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__times_s__p90,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__preview_prev_times_s__max,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__preview_prev_times_s__mean,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__preview_prev_times_s__p50,0.9983
core_optical_flow__preview_pair_pos__mean,core_optical_flow__preview_prev_times_s__std,0.9983
core_clip__times_s__max,core_optical_flow__preview_pair_pos__std,0.9983
core_clip__times_s__max,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__preview_prev_times_s__std,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__times_s__max,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__times_s__mean,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__times_s__p50,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__times_s__p90,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__times_s__std,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__times_s__max,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__times_s__mean,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__preview_prev_times_s__mean,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__preview_prev_times_s__max,0.9983
core_optical_flow__preview_cur_times_s__p50,core_optical_flow__preview_pair_pos__mean,0.9983
core_optical_flow__preview_cur_times_s__p50,core_optical_flow__preview_pair_pos__max,0.9983
cut_detection__pair_times_s__mean,scene_classification__end_frame__max,0.9983
core_optical_flow__preview_cur_times_s__std,core_optical_flow__preview_pair_pos__std,0.9983
core_optical_flow__preview_cur_times_s__std,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_cur_times_s__std,core_optical_flow__preview_pair_pos__p50,0.9983
core_optical_flow__preview_cur_times_s__std,core_optical_flow__preview_pair_pos__mean,0.9983
core_optical_flow__preview_cur_times_s__std,core_optical_flow__preview_pair_pos__max,0.9983
cut_detection__pair_times_s__max,scene_classification__end_frame__max,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__preview_prev_times_s__p50,0.9983
core_optical_flow__preview_pair_pos__max,core_optical_flow__preview_prev_times_s__mean,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__times_s__std,0.9983
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__max,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__preview_prev_times_s__p50,0.9983
core_optical_flow__preview_cur_times_s__max,core_optical_flow__preview_pair_pos__max,0.9983
core_optical_flow__preview_cur_times_s__max,core_optical_flow__preview_pair_pos__mean,0.9983
core_optical_flow__preview_cur_times_s__max,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_cur_times_s__max,core_optical_flow__preview_pair_pos__p50,0.9983
core_optical_flow__preview_cur_times_s__max,core_optical_flow__preview_pair_pos__std,0.9983
core_optical_flow__preview_cur_times_s__p50,core_optical_flow__preview_pair_pos__p50,0.9983
core_optical_flow__preview_cur_times_s__p50,core_optical_flow__preview_pair_pos__p90,0.9983
cut_detection__union_timestamps_sec__p50,scene_classification__end_frame__max,0.9983
cut_detection__pair_times_s__p50,scene_classification__end_frame__max,0.9983
core_optical_flow__preview_cur_times_s__mean,core_optical_flow__preview_pair_pos__max,0.9983
core_optical_flow__preview_cur_times_s__mean,core_optical_flow__preview_pair_pos__mean,0.9983
core_optical_flow__preview_cur_times_s__mean,core_optical_flow__preview_pair_pos__p50,0.9983
core_optical_flow__preview_cur_times_s__mean,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_cur_times_s__mean,core_optical_flow__preview_pair_pos__std,0.9983
cut_detection__union_timestamps_sec__mean,scene_classification__end_frame__max,0.9983
core_clip__times_s__std,core_optical_flow__preview_pair_pos__std,0.9983
core_clip__times_s__std,core_optical_flow__preview_pair_pos__p50,0.9983
core_clip__times_s__std,core_optical_flow__preview_pair_pos__mean,0.9983
core_clip__times_s__std,core_optical_flow__preview_pair_pos__max,0.9983
cut_detection__union_timestamps_sec__max,scene_classification__end_frame__max,0.9983
core_depth_midas__preview_times_s__max,core_optical_flow__preview_pair_pos__std,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__times_s__std,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__times_s__p90,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__times_s__p50,0.9983
core_optical_flow__preview_pair_pos__std,core_optical_flow__preview_prev_times_s__std,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__preview_prev_times_s__p50,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__preview_prev_times_s__mean,0.9983
core_clip__times_s__std,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__preview_prev_times_s__max,0.9983
cut_detection__pair_times_s__std,scene_classification__end_frame__max,0.9983
core_depth_midas__times_s__std,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__times_s__std,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__std,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__times_s__std,core_optical_flow__preview_pair_pos__p90,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__preview_prev_times_s__std,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__preview_prev_times_s__std,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__times_s__max,0.9983
core_optical_flow__preview_pair_pos__p90,core_optical_flow__times_s__mean,0.9983
core_depth_midas__preview_times_s__max,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__preview_times_s__max,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__times_s__std,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__times_s__p90,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__times_s__p90,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__p90,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__times_s__p90,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__times_s__p90,core_optical_flow__preview_pair_pos__std,0.9983
cut_detection__pair_times_s__p90,scene_classification__end_frame__max,0.9983
core_optical_flow__preview_cur_times_s__p50,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__times_s__p50,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__p50,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__times_s__p50,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__times_s__p50,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__times_s__mean,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__times_s__mean,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__p50,core_optical_flow__preview_pair_pos__std,0.9983
cut_detection__times_s__max,scene_classification__end_frame__max,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__preview_prev_times_s__max,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__preview_prev_times_s__mean,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__preview_prev_times_s__p50,0.9983
core_depth_midas__preview_times_s__mean,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__preview_times_s__mean,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__preview_times_s__mean,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__mean,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__times_s__mean,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__preview_times_s__max,core_optical_flow__preview_pair_pos__mean,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__times_s__max,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__times_s__mean,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__times_s__p50,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__times_s__p90,0.9983
core_optical_flow__preview_pair_pos__p50,core_optical_flow__times_s__std,0.9983
core_depth_midas__times_s__mean,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__times_s__max,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__times_s__max,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__times_s__max,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__times_s__max,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__times_s__max,core_optical_flow__preview_pair_pos__std,0.9983
cut_detection__times_s__mean,scene_classification__end_frame__max,0.9983
core_depth_midas__preview_times_s__std,core_optical_flow__preview_pair_pos__max,0.9983
cut_detection__times_s__std,scene_classification__end_frame__max,0.9983
core_depth_midas__preview_times_s__max,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__preview_times_s__std,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__preview_times_s__std,core_optical_flow__preview_pair_pos__mean,0.9983
core_depth_midas__preview_times_s__std,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__preview_times_s__std,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__preview_times_s__p50,core_optical_flow__preview_pair_pos__max,0.9983
core_depth_midas__preview_times_s__p50,core_optical_flow__preview_pair_pos__mean,0.9983
cut_detection__times_s__p50,scene_classification__end_frame__max,0.9983
cut_detection__times_s__p90,scene_classification__end_frame__max,0.9983
core_depth_midas__preview_times_s__p50,core_optical_flow__preview_pair_pos__p90,0.9983
core_depth_midas__preview_times_s__p50,core_optical_flow__preview_pair_pos__p50,0.9983
core_depth_midas__preview_times_s__p50,core_optical_flow__preview_pair_pos__std,0.9983
core_depth_midas__preview_times_s__mean,core_optical_flow__preview_pair_pos__p50,0.9983
core_clip__times_s__max,core_optical_flow__preview_pair_pos__p50,0.9983
