video_id,component,npz,n_frames,duration,cell
3_H0csefyYk,cut_detection,cut_detection_features_2026-07-20_08-26-13-453837_6bf33efc.npz,150,38,short/v_1m/ru
3_H0csefyYk,cut_detection,cut_detection_model_facing_2026-07-20_08-26-12-933608_65f8b899.npz,150,38,short/v_1m/ru
3_H0csefyYk,scene_classification,scene_classification_features.npz,150,38,short/v_1m/ru
3_H0csefyYk,uniqueness,uniqueness.npz,119,38,short/v_1m/ru
3_H0csefyYk,video_pacing,video_pacing_features.npz,119,38,short/v_1m/ru
3b9GbBHaJIg,core_clip,embeddings.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,core_optical_flow,flow.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,cut_detection,cut_detection_features_2026-07-20_09-47-08-341963_a1eb4cab.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,cut_detection,cut_detection_model_facing_2026-07-20_09-47-07-490864_c2ca8fa7.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,scene_classification,scene_classification_features.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,uniqueness,uniqueness.npz,37,9,vshort/v_1m/other
3b9GbBHaJIg,video_pacing,video_pacing_features.npz,37,9,vshort/v_1m/other
3boCZREBqbw,core_clip,embeddings.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,core_optical_flow,flow.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,cut_detection,cut_detection_model_facing_2026-07-20_23-55-20-069311_e8389939.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,cut_detection,cut_detection_features_2026-07-20_23-55-20-575867_f86a1400.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,scene_classification,scene_classification_features.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,uniqueness,uniqueness.npz,35,9,vshort/v_100k/ru
3boCZREBqbw,video_pacing,video_pacing_features.npz,35,9,vshort/v_100k/ru
3g4lI7XFrBc,core_clip,embeddings.npz,146,37,short/v_1m/en
3g4lI7XFrBc,core_optical_flow,flow.npz,146,37,short/v_1m/en
3g4lI7XFrBc,cut_detection,cut_detection_model_facing_2026-07-19_19-34-08-324406_b6ade5bd.npz,146,37,short/v_1m/en
3g4lI7XFrBc,cut_detection,cut_detection_features_2026-07-19_19-34-08-763883_7fabe9fe.npz,146,37,short/v_1m/en
3g4lI7XFrBc,scene_classification,scene_classification_features.npz,146,37,short/v_1m/en
3g4lI7XFrBc,uniqueness,uniqueness.npz,120,37,short/v_1m/en
3g4lI7XFrBc,video_pacing,video_pacing_features.npz,120,37,short/v_1m/en
3hCbRsE1odw,core_clip,embeddings.npz,201,51,short/v_100k/ru
3hCbRsE1odw,core_optical_flow,flow.npz,201,51,short/v_100k/ru
3hCbRsE1odw,cut_detection,cut_detection_model_facing_2026-07-19_18-11-34-533663_9b1541b1.npz,201,51,short/v_100k/ru
3hCbRsE1odw,cut_detection,cut_detection_features_2026-07-19_18-11-35-050308_46bc428b.npz,201,51,short/v_100k/ru
3hCbRsE1odw,scene_classification,scene_classification_features.npz,201,51,short/v_100k/ru
3hCbRsE1odw,uniqueness,uniqueness.npz,120,51,short/v_100k/ru
3hCbRsE1odw,video_pacing,video_pacing_features.npz,120,51,short/v_100k/ru
3hSbLuLM-do,core_clip,embeddings.npz,244,68,medium/v_viral/en
3hSbLuLM-do,core_optical_flow,flow.npz,244,68,medium/v_viral/en
3hSbLuLM-do,cut_detection,cut_detection_features_2026-07-20_00-38-49-436973_0995e8bc.npz,244,68,medium/v_viral/en
3hSbLuLM-do,cut_detection,cut_detection_model_facing_2026-07-20_00-38-48-972767_2cc9155f.npz,244,68,medium/v_viral/en
3hSbLuLM-do,scene_classification,scene_classification_features.npz,244,68,medium/v_viral/en
3hSbLuLM-do,uniqueness,uniqueness.npz,120,68,medium/v_viral/en
3hSbLuLM-do,video_pacing,video_pacing_features.npz,120,68,medium/v_viral/en
3i6uYsd_PgY,core_clip,embeddings.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,core_optical_flow,flow.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,cut_detection,cut_detection_features_2026-07-20_10-29-36-654015_5d1dcdcd.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,cut_detection,cut_detection_model_facing_2026-07-20_10-29-35-839478_ee75052b.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,scene_classification,scene_classification_features.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,uniqueness,uniqueness.npz,27,7,vshort/v_viral/other
3i6uYsd_PgY,video_pacing,video_pacing_features.npz,0,7,vshort/v_viral/other
3jyHtuacAVQ,core_clip,embeddings.npz,241,63,medium/v_10k/en
3jyHtuacAVQ,core_optical_flow,flow.npz,241,63,medium/v_10k/en
3jyHtuacAVQ,cut_detection,cut_detection_model_facing_2026-07-20_20-33-43-198645_7afcdbda.npz,241,63,medium/v_10k/en
3jyHtuacAVQ,cut_detection,cut_detection_features_2026-07-20_20-33-43-646529_8827e832.npz,241,63,medium/v_10k/en
3jyHtuacAVQ,scene_classification,scene_classification_features.npz,241,63,medium/v_10k/en
3jyHtuacAVQ,uniqueness,uniqueness.npz,120,63,medium/v_10k/en
3jyHtuacAVQ,video_pacing,video_pacing_features.npz,120,63,medium/v_10k/en
3ofFyjNK5Is,core_clip,embeddings.npz,238,60,medium/v_1m/ru
3ofFyjNK5Is,core_optical_flow,flow.npz,238,60,medium/v_1m/ru
3ofFyjNK5Is,cut_detection,cut_detection_features_2026-07-20_14-00-04-747205_3295941e.npz,238,60,medium/v_1m/ru
3ofFyjNK5Is,cut_detection,cut_detection_model_facing_2026-07-20_14-00-04-062712_55dc8110.npz,238,60,medium/v_1m/ru
3ofFyjNK5Is,scene_classification,scene_classification_features.npz,238,60,medium/v_1m/ru
3ofFyjNK5Is,uniqueness,uniqueness.npz,119,60,medium/v_1m/ru
3ofFyjNK5Is,video_pacing,video_pacing_features.npz,119,60,medium/v_1m/ru
3pxpjLDcId8,core_clip,embeddings.npz,96,25,short/v_low/ru
3pxpjLDcId8,core_optical_flow,flow.npz,96,25,short/v_low/ru
3pxpjLDcId8,cut_detection,cut_detection_model_facing_2026-07-20_23-22-43-499707_17ae76d9.npz,96,25,short/v_low/ru
3pxpjLDcId8,cut_detection,cut_detection_features_2026-07-20_23-22-44-028162_da1d8f36.npz,96,25,short/v_low/ru
3pxpjLDcId8,scene_classification,scene_classification_features.npz,96,25,short/v_low/ru
3pxpjLDcId8,uniqueness,uniqueness.npz,96,25,short/v_low/ru
3pxpjLDcId8,video_pacing,video_pacing_features.npz,96,25,short/v_low/ru
3q5mytYIPWs,core_clip,embeddings.npz,314,758,long/v_100k/other
3q5mytYIPWs,core_optical_flow,flow.npz,314,758,long/v_100k/other
3q5mytYIPWs,cut_detection,cut_detection_features_2026-07-19_21-29-54-425425_07aa3973.npz,314,758,long/v_100k/other
3q5mytYIPWs,cut_detection,cut_detection_model_facing_2026-07-19_21-29-53-958633_552527c4.npz,314,758,long/v_100k/other
3q5mytYIPWs,scene_classification,scene_classification_features.npz,250,758,long/v_100k/other
3q5mytYIPWs,uniqueness,uniqueness.npz,120,758,long/v_100k/other
3q5mytYIPWs,video_pacing,video_pacing_features.npz,120,758,long/v_100k/other
3tPKXy-1pN0,core_clip,embeddings.npz,216,54,short/v_1m/ru
3tPKXy-1pN0,core_optical_flow,flow.npz,216,54,short/v_1m/ru
3tPKXy-1pN0,cut_detection,cut_detection_model_facing_2026-07-19_19-47-20-326343_6b7ac32c.npz,216,54,short/v_1m/ru
3tPKXy-1pN0,cut_detection,cut_detection_features_2026-07-19_19-47-20-999665_1cfb038c.npz,216,54,short/v_1m/ru
3tPKXy-1pN0,scene_classification,scene_classification_features.npz,216,54,short/v_1m/ru
3tPKXy-1pN0,uniqueness,uniqueness.npz,120,54,short/v_1m/ru
3tPKXy-1pN0,video_pacing,video_pacing_features.npz,120,54,short/v_1m/ru
3tSGXSIyJYc,core_clip,embeddings.npz,317,796,long/v_1m/ru
3tSGXSIyJYc,core_optical_flow,flow.npz,317,796,long/v_1m/ru
3tSGXSIyJYc,cut_detection,cut_detection_model_facing_2026-07-20_19-08-45-689676_9972749d.npz,317,796,long/v_1m/ru
3tSGXSIyJYc,cut_detection,cut_detection_features_2026-07-20_19-08-48-553466_eb453c6e.npz,317,796,long/v_1m/ru
3tSGXSIyJYc,scene_classification,scene_classification_features.npz,250,796,long/v_1m/ru
3tSGXSIyJYc,uniqueness,uniqueness.npz,120,796,long/v_1m/ru
3tSGXSIyJYc,video_pacing,video_pacing_features.npz,120,796,long/v_1m/ru
3uA6UHbnq30,core_clip,embeddings.npz,235,59,short/v_100k/ru
3uA6UHbnq30,core_optical_flow,flow.npz,235,59,short/v_100k/ru
3uA6UHbnq30,cut_detection,cut_detection_model_facing_2026-07-20_15-10-01-522813_6136922a.npz,235,59,short/v_100k/ru
3uA6UHbnq30,cut_detection,cut_detection_features_2026-07-20_15-10-02-134569_920708e0.npz,235,59,short/v_100k/ru
3uA6UHbnq30,scene_classification,scene_classification_features.npz,235,59,short/v_100k/ru
3uA6UHbnq30,uniqueness,uniqueness.npz,120,59,short/v_100k/ru
3uA6UHbnq30,video_pacing,video_pacing_features.npz,120,59,short/v_100k/ru
3uL6Mht9mOI,core_clip,embeddings.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,core_optical_flow,flow.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,cut_detection,cut_detection_model_facing_2026-07-20_16-55-54-932828_45a4a21b.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,cut_detection,cut_detection_features_2026-07-20_16-55-55-560262_4d30765c.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,scene_classification,scene_classification_features.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,uniqueness,uniqueness.npz,23,6,vshort/v_10k/other
3uL6Mht9mOI,video_pacing,video_pacing_features.npz,0,6,vshort/v_10k/other
3w87zCrrQb8,core_clip,embeddings.npz,273,155,medium/v_1m/en
3w87zCrrQb8,core_optical_flow,flow.npz,273,155,medium/v_1m/en
3w87zCrrQb8,cut_detection,cut_detection_features_2026-07-20_20-57-53-458819_af0e8fbe.npz,273,155,medium/v_1m/en
3w87zCrrQb8,cut_detection,cut_detection_model_facing_2026-07-20_20-57-52-924913_4f0c9bac.npz,273,155,medium/v_1m/en
3w87zCrrQb8,scene_classification,scene_classification_features.npz,249,155,medium/v_1m/en
3w87zCrrQb8,uniqueness,uniqueness.npz,119,155,medium/v_1m/en
3w87zCrrQb8,video_pacing,video_pacing_features.npz,119,155,medium/v_1m/en
3z765daxDE8,core_clip,embeddings.npz,251,86,medium/v_low/en
3z765daxDE8,core_optical_flow,flow.npz,251,86,medium/v_low/en
3z765daxDE8,cut_detection,cut_detection_features_2026-07-19_17-27-19-365537_62666070.npz,251,86,medium/v_low/en
3z765daxDE8,cut_detection,cut_detection_model_facing_2026-07-19_17-27-18-837681_09d86d61.npz,251,86,medium/v_low/en
3z765daxDE8,scene_classification,scene_classification_features.npz,249,86,medium/v_low/en
3z765daxDE8,uniqueness,uniqueness.npz,119,86,medium/v_low/en
3z765daxDE8,video_pacing,video_pacing_features.npz,119,86,medium/v_low/en
43KjgqW8nQE,core_clip,embeddings.npz,278,173,medium/v_low/other
43KjgqW8nQE,core_optical_flow,flow.npz,278,173,medium/v_low/other
43KjgqW8nQE,cut_detection,cut_detection_model_facing_2026-07-20_21-30-00-046452_21cc83d5.npz,278,173,medium/v_low/other
43KjgqW8nQE,cut_detection,cut_detection_features_2026-07-20_21-30-00-673064_a6c540f6.npz,278,173,medium/v_low/other
43KjgqW8nQE,scene_classification,scene_classification_features.npz,250,173,medium/v_low/other
43KjgqW8nQE,uniqueness,uniqueness.npz,120,173,medium/v_low/other
43KjgqW8nQE,video_pacing,video_pacing_features.npz,120,173,medium/v_low/other
45AVeBWikxE,core_clip,embeddings.npz,237,60,medium/v_100k/ru
45AVeBWikxE,core_optical_flow,flow.npz,237,60,medium/v_100k/ru
45AVeBWikxE,cut_detection,cut_detection_model_facing_2026-07-20_05-54-28-436592_c2807407.npz,237,60,medium/v_100k/ru
45AVeBWikxE,cut_detection,cut_detection_features_2026-07-20_05-54-28-886069_5c8322f0.npz,237,60,medium/v_100k/ru
45AVeBWikxE,scene_classification,scene_classification_features.npz,237,60,medium/v_100k/ru
45AVeBWikxE,uniqueness,uniqueness.npz,120,60,medium/v_100k/ru
45AVeBWikxE,video_pacing,video_pacing_features.npz,120,60,medium/v_100k/ru
45vIGsMUdA8,core_clip,embeddings.npz,294,266,long/v_1m/en
45vIGsMUdA8,core_optical_flow,flow.npz,294,266,long/v_1m/en
45vIGsMUdA8,cut_detection,cut_detection_model_facing_2026-07-20_11-40-47-295255_252452ee.npz,294,266,long/v_1m/en
45vIGsMUdA8,cut_detection,cut_detection_features_2026-07-20_11-40-47-771705_45d17b3b.npz,294,266,long/v_1m/en
45vIGsMUdA8,scene_classification,scene_classification_features.npz,249,266,long/v_1m/en
45vIGsMUdA8,uniqueness,uniqueness.npz,119,266,long/v_1m/en
45vIGsMUdA8,video_pacing,video_pacing_features.npz,119,266,long/v_1m/en
46m-AdNYw8s,core_clip,embeddings.npz,71,18,short/v_100k/en
46m-AdNYw8s,core_optical_flow,flow.npz,71,18,short/v_100k/en
46m-AdNYw8s,cut_detection,cut_detection_model_facing_2026-07-20_01-04-51-782668_d1b72085.npz,71,18,short/v_100k/en
46m-AdNYw8s,cut_detection,cut_detection_features_2026-07-20_01-04-52-142571_cdd09bd1.npz,71,18,short/v_100k/en
46m-AdNYw8s,scene_classification,scene_classification_features.npz,71,18,short/v_100k/en
46m-AdNYw8s,uniqueness,uniqueness.npz,71,18,short/v_100k/en
46m-AdNYw8s,video_pacing,video_pacing_features.npz,71,18,short/v_100k/en
47o0GUOVj0U,core_clip,embeddings.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,core_optical_flow,flow.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,cut_detection,cut_detection_model_facing_2026-07-20_02-37-26-563526_7e4e09a4.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,cut_detection,cut_detection_features_2026-07-20_02-37-27-023058_aa503384.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,scene_classification,scene_classification_features.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,uniqueness,uniqueness.npz,34,9,vshort/v_10k/en
47o0GUOVj0U,video_pacing,video_pacing_features.npz,34,9,vshort/v_10k/en
49FEgiD2lag,core_clip,embeddings.npz,36,9,vshort/v_viral/other
49FEgiD2lag,core_optical_flow,flow.npz,36,9,vshort/v_viral/other
49FEgiD2lag,cut_detection,cut_detection_model_facing_2026-07-20_17-44-53-567455_9d4d7b89.npz,36,9,vshort/v_viral/other
49FEgiD2lag,cut_detection,cut_detection_features_2026-07-20_17-44-54-190699_1c05ed79.npz,36,9,vshort/v_viral/other
49FEgiD2lag,scene_classification,scene_classification_features.npz,36,9,vshort/v_viral/other
49FEgiD2lag,uniqueness,uniqueness.npz,36,9,vshort/v_viral/other
49FEgiD2lag,video_pacing,video_pacing_features.npz,36,9,vshort/v_viral/other
4AektBqO5uo,core_clip,embeddings.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,core_optical_flow,flow.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,cut_detection,cut_detection_model_facing_2026-07-20_17-16-49-135490_78889d45.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,cut_detection,cut_detection_features_2026-07-20_17-16-49-678358_f6f4da4f.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,scene_classification,scene_classification_features.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,uniqueness,uniqueness.npz,23,6,vshort/v_1m/ru
4AektBqO5uo,video_pacing,video_pacing_features.npz,0,6,vshort/v_1m/ru
4BJYGsVvtNI,core_clip,embeddings.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,core_optical_flow,flow.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,cut_detection,cut_detection_features_2026-07-21_00-05-13-847402_9d6b9c6a.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,cut_detection,cut_detection_model_facing_2026-07-21_00-05-13-527983_a80e5a74.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,scene_classification,scene_classification_features.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,uniqueness,uniqueness.npz,20,6,vshort/v_10k/other
4BJYGsVvtNI,video_pacing,video_pacing_features.npz,0,6,vshort/v_10k/other
4Fm3yPTfcck,core_clip,embeddings.npz,253,90,medium/v_100k/en
4Fm3yPTfcck,core_optical_flow,flow.npz,253,90,medium/v_100k/en
4Fm3yPTfcck,cut_detection,cut_detection_model_facing_2026-07-20_12-54-45-042150_a7d01a0e.npz,253,90,medium/v_100k/en
4Fm3yPTfcck,cut_detection,cut_detection_features_2026-07-20_12-54-45-593146_e4daf335.npz,253,90,medium/v_100k/en
4Fm3yPTfcck,scene_classification,scene_classification_features.npz,250,90,medium/v_100k/en
4Fm3yPTfcck,uniqueness,uniqueness.npz,120,90,medium/v_100k/en
4Fm3yPTfcck,video_pacing,video_pacing_features.npz,120,90,medium/v_100k/en
4JWE_XPk8JM,core_clip,embeddings.npz,288,226,long/v_1m/other
4JWE_XPk8JM,core_optical_flow,flow.npz,288,226,long/v_1m/other
4JWE_XPk8JM,cut_detection,cut_detection_model_facing_2026-07-19_22-17-05-945066_96916dce.npz,288,226,long/v_1m/other
4JWE_XPk8JM,cut_detection,cut_detection_features_2026-07-19_22-17-06-419573_aa878457.npz,288,226,long/v_1m/other
4JWE_XPk8JM,scene_classification,scene_classification_features.npz,250,226,long/v_1m/other
4JWE_XPk8JM,uniqueness,uniqueness.npz,120,226,long/v_1m/other
4JWE_XPk8JM,video_pacing,video_pacing_features.npz,120,226,long/v_1m/other
4MA-chVPd-w,core_clip,embeddings.npz,277,167,medium/v_10k/other
4MA-chVPd-w,core_optical_flow,flow.npz,277,167,medium/v_10k/other
4MA-chVPd-w,cut_detection,cut_detection_features_2026-07-19_23-41-54-527321_5685a586.npz,277,167,medium/v_10k/other
4MA-chVPd-w,cut_detection,cut_detection_model_facing_2026-07-19_23-41-54-055024_afb874ca.npz,277,167,medium/v_10k/other
4MA-chVPd-w,scene_classification,scene_classification_features.npz,250,167,medium/v_10k/other
4MA-chVPd-w,uniqueness,uniqueness.npz,120,167,medium/v_10k/other
4MA-chVPd-w,video_pacing,video_pacing_features.npz,120,167,medium/v_10k/other
4NZ2cbAITbg,core_clip,embeddings.npz,299,553,long/v_low/ru
4NZ2cbAITbg,core_optical_flow,flow.npz,299,553,long/v_low/ru
4NZ2cbAITbg,cut_detection,cut_detection_model_facing_2026-07-20_05-09-25-529856_6818eb82.npz,299,553,long/v_low/ru
4NZ2cbAITbg,cut_detection,cut_detection_features_2026-07-20_05-09-26-036280_140cfc2a.npz,299,553,long/v_low/ru
4NZ2cbAITbg,scene_classification,scene_classification_features.npz,249,553,long/v_low/ru
4NZ2cbAITbg,uniqueness,uniqueness.npz,119,553,long/v_low/ru
4NZ2cbAITbg,video_pacing,video_pacing_features.npz,119,553,long/v_low/ru
4OReHXoVgx4,core_clip,embeddings.npz,34,9,vshort/v_low/other
4OReHXoVgx4,core_optical_flow,flow.npz,34,9,vshort/v_low/other
4OReHXoVgx4,cut_detection,cut_detection_features_2026-07-21_00-35-37-328659_0ebf2a6f.npz,34,9,vshort/v_low/other
4OReHXoVgx4,cut_detection,cut_detection_model_facing_2026-07-21_00-35-36-669903_5084717e.npz,34,9,vshort/v_low/other
4OReHXoVgx4,scene_classification,scene_classification_features.npz,34,9,vshort/v_low/other
4OReHXoVgx4,uniqueness,uniqueness.npz,34,9,vshort/v_low/other
4OReHXoVgx4,video_pacing,video_pacing_features.npz,34,9,vshort/v_low/other
4P_9PvPl9d4,core_clip,embeddings.npz,120,31,short/v_low/en
4P_9PvPl9d4,core_optical_flow,flow.npz,120,31,short/v_low/en
4P_9PvPl9d4,cut_detection,cut_detection_model_facing_2026-07-19_19-54-13-661660_60166226.npz,120,31,short/v_low/en
4P_9PvPl9d4,cut_detection,cut_detection_features_2026-07-19_19-54-14-186907_8cb2ee7e.npz,120,31,short/v_low/en
4P_9PvPl9d4,scene_classification,scene_classification_features.npz,120,31,short/v_low/en
4P_9PvPl9d4,uniqueness,uniqueness.npz,120,31,short/v_low/en
4P_9PvPl9d4,video_pacing,video_pacing_features.npz,120,31,short/v_low/en
4TpW-Qfjd-0,core_clip,embeddings.npz,300,357,long/v_viral/en
4TpW-Qfjd-0,core_optical_flow,flow.npz,300,357,long/v_viral/en
4TpW-Qfjd-0,cut_detection,cut_detection_features_2026-07-19_22-53-22-462044_dbaf7e53.npz,300,357,long/v_viral/en
4TpW-Qfjd-0,cut_detection,cut_detection_model_facing_2026-07-19_22-53-22-035133_6ba0e97d.npz,300,357,long/v_viral/en
4TpW-Qfjd-0,scene_classification,scene_classification_features.npz,250,357,long/v_viral/en
4TpW-Qfjd-0,uniqueness,uniqueness.npz,120,357,long/v_viral/en
4TpW-Qfjd-0,video_pacing,video_pacing_features.npz,120,357,long/v_viral/en
4VDj3kGKgu8,core_clip,embeddings.npz,107,27,short/v_low/en
4VDj3kGKgu8,core_optical_flow,flow.npz,107,27,short/v_low/en
4VDj3kGKgu8,cut_detection,cut_detection_features_2026-07-20_08-32-10-696355_0f0e49da.npz,107,27,short/v_low/en
4VDj3kGKgu8,cut_detection,cut_detection_model_facing_2026-07-20_08-32-10-183998_dcb1639f.npz,107,27,short/v_low/en
4VDj3kGKgu8,scene_classification,scene_classification_features.npz,107,27,short/v_low/en
4VDj3kGKgu8,uniqueness,uniqueness.npz,107,27,short/v_low/en
4VDj3kGKgu8,video_pacing,video_pacing_features.npz,107,27,short/v_low/en
4cXkqOdFHEA,core_clip,embeddings.npz,252,86,medium/v_100k/other
4cXkqOdFHEA,core_optical_flow,flow.npz,252,86,medium/v_100k/other
4cXkqOdFHEA,cut_detection,cut_detection_features_2026-07-20_20-17-00-167461_4f5d441c.npz,252,86,medium/v_100k/other
4cXkqOdFHEA,cut_detection,cut_detection_model_facing_2026-07-20_20-16-59-537484_b16bae8e.npz,252,86,medium/v_100k/other
4cXkqOdFHEA,scene_classification,scene_classification_features.npz,250,86,medium/v_100k/other
4cXkqOdFHEA,uniqueness,uniqueness.npz,120,86,medium/v_100k/other
4cXkqOdFHEA,video_pacing,video_pacing_features.npz,120,86,medium/v_100k/other
4d2a11MI_iI,core_clip,embeddings.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,core_optical_flow,flow.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,cut_detection,cut_detection_features_2026-07-20_02-28-55-838005_94f09eca.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,cut_detection,cut_detection_model_facing_2026-07-20_02-28-55-447890_350d0163.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,scene_classification,scene_classification_features.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,uniqueness,uniqueness.npz,33,8,vshort/v_100k/other
4d2a11MI_iI,video_pacing,video_pacing_features.npz,33,8,vshort/v_100k/other
4fcxVfq_JfA,core_clip,embeddings.npz,299,469,long/v_low/ru
4fcxVfq_JfA,core_optical_flow,flow.npz,299,469,long/v_low/ru
4fcxVfq_JfA,cut_detection,cut_detection_model_facing_2026-07-20_19-34-59-388003_c5b7d4f8.npz,299,469,long/v_low/ru
4fcxVfq_JfA,cut_detection,cut_detection_features_2026-07-20_19-34-59-951635_a9e4858f.npz,299,469,long/v_low/ru
4fcxVfq_JfA,scene_classification,scene_classification_features.npz,249,469,long/v_low/ru
4fcxVfq_JfA,uniqueness,uniqueness.npz,119,469,long/v_low/ru
4fcxVfq_JfA,video_pacing,video_pacing_features.npz,119,469,long/v_low/ru
4i9THu0PMv4,core_clip,embeddings.npz,82,21,short/v_1m/en
4i9THu0PMv4,core_optical_flow,flow.npz,82,21,short/v_1m/en
4i9THu0PMv4,cut_detection,cut_detection_features_2026-07-20_15-36-35-127931_e09d8ecc.npz,82,21,short/v_1m/en
4i9THu0PMv4,cut_detection,cut_detection_model_facing_2026-07-20_15-36-34-370447_b7aac24f.npz,82,21,short/v_1m/en
4i9THu0PMv4,scene_classification,scene_classification_features.npz,82,21,short/v_1m/en
4i9THu0PMv4,uniqueness,uniqueness.npz,82,21,short/v_1m/en
4i9THu0PMv4,video_pacing,video_pacing_features.npz,82,21,short/v_1m/en
4mc64NGG4nw,core_clip,embeddings.npz,205,52,short/v_viral/other
4mc64NGG4nw,core_optical_flow,flow.npz,205,52,short/v_viral/other
4mc64NGG4nw,cut_detection,cut_detection_model_facing_2026-07-20_16-22-58-353770_267f7ea6.npz,205,52,short/v_viral/other
4mc64NGG4nw,cut_detection,cut_detection_features_2026-07-20_16-22-58-855079_da55ab8c.npz,205,52,short/v_viral/other
4mc64NGG4nw,scene_classification,scene_classification_features.npz,205,52,short/v_viral/other
4mc64NGG4nw,uniqueness,uniqueness.npz,119,52,short/v_viral/other
4mc64NGG4nw,video_pacing,video_pacing_features.npz,119,52,short/v_viral/other
4mwA6tWDdVE,core_clip,embeddings.npz,62,16,short/v_viral/en
4mwA6tWDdVE,core_optical_flow,flow.npz,62,16,short/v_viral/en
4mwA6tWDdVE,cut_detection,cut_detection_features_2026-07-20_02-09-39-361016_6975abce.npz,62,16,short/v_viral/en
4mwA6tWDdVE,cut_detection,cut_detection_model_facing_2026-07-20_02-09-38-967987_378ab4b1.npz,62,16,short/v_viral/en
4mwA6tWDdVE,scene_classification,scene_classification_features.npz,62,16,short/v_viral/en
4mwA6tWDdVE,uniqueness,uniqueness.npz,62,16,short/v_viral/en
4mwA6tWDdVE,video_pacing,video_pacing_features.npz,62,16,short/v_viral/en
4qgO84UOPas,core_clip,embeddings.npz,50,13,short/v_1m/en
4qgO84UOPas,core_optical_flow,flow.npz,50,13,short/v_1m/en
4qgO84UOPas,cut_detection,cut_detection_model_facing_2026-07-20_22-52-55-918749_02f24503.npz,50,13,short/v_1m/en
4qgO84UOPas,cut_detection,cut_detection_features_2026-07-20_22-52-56-429061_fad9cbba.npz,50,13,short/v_1m/en
4qgO84UOPas,scene_classification,scene_classification_features.npz,50,13,short/v_1m/en
4qgO84UOPas,uniqueness,uniqueness.npz,50,13,short/v_1m/en
4qgO84UOPas,video_pacing,video_pacing_features.npz,50,13,short/v_1m/en
4xq5QzNG-m8,core_clip,embeddings.npz,296,273,long/v_1m/en
4xq5QzNG-m8,core_optical_flow,flow.npz,296,273,long/v_1m/en
4xq5QzNG-m8,cut_detection,cut_detection_model_facing_2026-07-20_18-50-43-923562_2b0778a5.npz,296,273,long/v_1m/en
4xq5QzNG-m8,cut_detection,cut_detection_features_2026-07-20_18-50-44-362761_67190863.npz,296,273,long/v_1m/en
4xq5QzNG-m8,scene_classification,scene_classification_features.npz,250,273,long/v_1m/en
4xq5QzNG-m8,uniqueness,uniqueness.npz,120,273,long/v_1m/en
4xq5QzNG-m8,video_pacing,video_pacing_features.npz,120,273,long/v_1m/en
4zUXHk98fyI,core_clip,embeddings.npz,293,254,long/v_viral/ru
4zUXHk98fyI,core_optical_flow,flow.npz,293,254,long/v_viral/ru
4zUXHk98fyI,cut_detection,cut_detection_features_2026-07-19_13-09-03-856273_20bc7895.npz,293,254,long/v_viral/ru
4zUXHk98fyI,cut_detection,cut_detection_model_facing_2026-07-19_13-09-03-381184_a8200211.npz,293,254,long/v_viral/ru
4zUXHk98fyI,scene_classification,scene_classification_features.npz,250,254,long/v_viral/ru
4zUXHk98fyI,uniqueness,uniqueness.npz,120,254,long/v_viral/ru
4zUXHk98fyI,video_pacing,video_pacing_features.npz,120,254,long/v_viral/ru
