video_id,component,npz,n_frames,duration,cell
2JBrk6D3GSk,cut_detection,cut_detection_features_2026-07-20_08-06-44-392886_e9693558.npz,195,49,short/v_10k/ru
2JBrk6D3GSk,scene_classification,scene_classification_features.npz,195,49,short/v_10k/ru
2JBrk6D3GSk,uniqueness,uniqueness.npz,120,49,short/v_10k/ru
2JBrk6D3GSk,video_pacing,video_pacing_features.npz,120,49,short/v_10k/ru
2KTSIv6Q00A,core_clip,embeddings.npz,80,21,short/v_100k/other
2KTSIv6Q00A,core_optical_flow,flow.npz,80,21,short/v_100k/other
2KTSIv6Q00A,cut_detection,cut_detection_features_2026-07-20_07-39-10-076296_d53167bc.npz,80,21,short/v_100k/other
2KTSIv6Q00A,cut_detection,cut_detection_model_facing_2026-07-20_07-39-09-530338_033a123d.npz,80,21,short/v_100k/other
2KTSIv6Q00A,scene_classification,scene_classification_features.npz,80,21,short/v_100k/other
2KTSIv6Q00A,uniqueness,uniqueness.npz,80,21,short/v_100k/other
2KTSIv6Q00A,video_pacing,video_pacing_features.npz,80,21,short/v_100k/other
2KvLEzYL-s0,core_clip,embeddings.npz,86,22,short/v_viral/ru
2KvLEzYL-s0,core_optical_flow,flow.npz,86,22,short/v_viral/ru
2KvLEzYL-s0,cut_detection,cut_detection_features_2026-07-20_09-04-01-756425_44419bd7.npz,86,22,short/v_viral/ru
2LvF95G3jy8,core_clip,embeddings.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,core_optical_flow,flow.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,cut_detection,cut_detection_features_2026-07-20_09-54-04-939397_04ab4b1e.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,cut_detection,cut_detection_model_facing_2026-07-20_09-54-04-255059_62e46035.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,scene_classification,scene_classification_features.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,uniqueness,uniqueness.npz,19,6,vshort/v_1m/ru
2LvF95G3jy8,video_pacing,video_pacing_features.npz,0,6,vshort/v_1m/ru
2M5QmTmBjHE,core_clip,embeddings.npz,312,732,long/v_1m/ru
2M5QmTmBjHE,core_optical_flow,flow.npz,312,732,long/v_1m/ru
2M5QmTmBjHE,cut_detection,cut_detection_model_facing_2026-07-19_16-04-17-849738_c19a1bcb.npz,312,732,long/v_1m/ru
2M5QmTmBjHE,cut_detection,cut_detection_features_2026-07-19_16-04-18-273696_8b3ffa7e.npz,312,732,long/v_1m/ru
2M5QmTmBjHE,scene_classification,scene_classification_features.npz,250,732,long/v_1m/ru
2M5QmTmBjHE,uniqueness,uniqueness.npz,120,732,long/v_1m/ru
2M5QmTmBjHE,video_pacing,video_pacing_features.npz,120,732,long/v_1m/ru
2NipE-0YqLo,core_clip,embeddings.npz,247,75,medium/v_1m/other
2NipE-0YqLo,core_optical_flow,flow.npz,247,75,medium/v_1m/other
2NipE-0YqLo,cut_detection,cut_detection_model_facing_2026-07-19_17-12-34-138478_acea8184.npz,247,75,medium/v_1m/other
2NipE-0YqLo,cut_detection,cut_detection_features_2026-07-19_17-12-34-745291_d9297044.npz,247,75,medium/v_1m/other
2NipE-0YqLo,scene_classification,scene_classification_features.npz,247,75,medium/v_1m/other
2NipE-0YqLo,uniqueness,uniqueness.npz,120,75,medium/v_1m/other
2NipE-0YqLo,video_pacing,video_pacing_features.npz,120,75,medium/v_1m/other
2P-VqsGOsyE,core_clip,embeddings.npz,61,16,short/v_low/other
2P-VqsGOsyE,core_optical_flow,flow.npz,61,16,short/v_low/other
2P-VqsGOsyE,cut_detection,cut_detection_features_2026-07-19_19-59-56-338455_e7389ef8.npz,61,16,short/v_low/other
2P-VqsGOsyE,cut_detection,cut_detection_model_facing_2026-07-19_19-59-55-836817_5f8a604c.npz,61,16,short/v_low/other
2P-VqsGOsyE,scene_classification,scene_classification_features.npz,61,16,short/v_low/other
2P-VqsGOsyE,uniqueness,uniqueness.npz,61,16,short/v_low/other
2P-VqsGOsyE,video_pacing,video_pacing_features.npz,61,16,short/v_low/other
2SPAQy3KAlQ,core_clip,embeddings.npz,241,62,medium/v_1m/other
2SPAQy3KAlQ,core_optical_flow,flow.npz,241,62,medium/v_1m/other
2SPAQy3KAlQ,cut_detection,cut_detection_model_facing_2026-07-20_06-33-29-440856_0a495e82.npz,241,62,medium/v_1m/other
2SPAQy3KAlQ,cut_detection,cut_detection_features_2026-07-20_06-33-29-971060_63629768.npz,241,62,medium/v_1m/other
2SPAQy3KAlQ,scene_classification,scene_classification_features.npz,241,62,medium/v_1m/other
2SPAQy3KAlQ,uniqueness,uniqueness.npz,120,62,medium/v_1m/other
2SPAQy3KAlQ,video_pacing,video_pacing_features.npz,120,62,medium/v_1m/other
2VtxgTlqeMM,core_clip,embeddings.npz,109,27,short/v_viral/other
2VtxgTlqeMM,core_optical_flow,flow.npz,109,27,short/v_viral/other
2VtxgTlqeMM,cut_detection,cut_detection_features_2026-07-19_20-11-13-492992_bb73153c.npz,109,27,short/v_viral/other
2VtxgTlqeMM,cut_detection,cut_detection_model_facing_2026-07-19_20-11-12-997880_ba39c202.npz,109,27,short/v_viral/other
2VtxgTlqeMM,scene_classification,scene_classification_features.npz,109,27,short/v_viral/other
2VtxgTlqeMM,uniqueness,uniqueness.npz,109,27,short/v_viral/other
2VtxgTlqeMM,video_pacing,video_pacing_features.npz,109,27,short/v_viral/other
2Z4n6PstwEc,core_clip,embeddings.npz,300,465,long/v_100k/ru
2Z4n6PstwEc,core_optical_flow,flow.npz,300,465,long/v_100k/ru
2Z4n6PstwEc,cut_detection,cut_detection_features_2026-07-20_18-16-32-828852_e4b93a01.npz,300,465,long/v_100k/ru
2Z4n6PstwEc,cut_detection,cut_detection_model_facing_2026-07-20_18-16-32-264460_eaf60163.npz,300,465,long/v_100k/ru
2Z4n6PstwEc,scene_classification,scene_classification_features.npz,250,465,long/v_100k/ru
2Z4n6PstwEc,uniqueness,uniqueness.npz,120,465,long/v_100k/ru
2Z4n6PstwEc,video_pacing,video_pacing_features.npz,120,465,long/v_100k/ru
2_AL3hSOBf4,core_clip,embeddings.npz,38,10,short/v_100k/other
2_AL3hSOBf4,core_optical_flow,flow.npz,38,10,short/v_100k/other
2_AL3hSOBf4,cut_detection,cut_detection_model_facing_2026-07-19_18-04-52-471826_1bb33289.npz,38,10,short/v_100k/other
2_AL3hSOBf4,cut_detection,cut_detection_features_2026-07-19_18-04-52-977605_d972153f.npz,38,10,short/v_100k/other
2_AL3hSOBf4,scene_classification,scene_classification_features.npz,38,10,short/v_100k/other
2_AL3hSOBf4,uniqueness,uniqueness.npz,38,10,short/v_100k/other
2_AL3hSOBf4,video_pacing,video_pacing_features.npz,38,10,short/v_100k/other
2cfE3FI6CdE,core_clip,embeddings.npz,242,63,medium/v_100k/other
2cfE3FI6CdE,core_optical_flow,flow.npz,242,63,medium/v_100k/other
2cfE3FI6CdE,cut_detection,cut_detection_features_2026-07-19_16-38-26-734597_674f73c5.npz,242,63,medium/v_100k/other
2cfE3FI6CdE,cut_detection,cut_detection_model_facing_2026-07-19_16-38-26-038800_1db1e5e3.npz,242,63,medium/v_100k/other
2cfE3FI6CdE,scene_classification,scene_classification_features.npz,242,63,medium/v_100k/other
2cfE3FI6CdE,uniqueness,uniqueness.npz,120,63,medium/v_100k/other
2cfE3FI6CdE,video_pacing,video_pacing_features.npz,120,63,medium/v_100k/other
2eJeNF49CyA,core_clip,embeddings.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,core_optical_flow,flow.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,cut_detection,cut_detection_model_facing_2026-07-20_02-32-55-848940_1df49be2.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,cut_detection,cut_detection_features_2026-07-20_02-32-56-291278_6c7c4836.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,scene_classification,scene_classification_features.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,uniqueness,uniqueness.npz,34,9,vshort/v_100k/ru
2eJeNF49CyA,video_pacing,video_pacing_features.npz,34,9,vshort/v_100k/ru
2fY_Ft1OPuA,core_clip,embeddings.npz,314,764,long/v_1m/other
2fY_Ft1OPuA,core_optical_flow,flow.npz,314,764,long/v_1m/other
2fY_Ft1OPuA,cut_detection,cut_detection_model_facing_2026-07-20_04-36-54-154866_84e35d68.npz,314,764,long/v_1m/other
2fY_Ft1OPuA,cut_detection,cut_detection_features_2026-07-20_04-36-54-636978_bb59bf05.npz,314,764,long/v_1m/other
2fY_Ft1OPuA,scene_classification,scene_classification_features.npz,250,764,long/v_1m/other
2fY_Ft1OPuA,uniqueness,uniqueness.npz,120,764,long/v_1m/other
2fY_Ft1OPuA,video_pacing,video_pacing_features.npz,120,764,long/v_1m/other
2fyil-5Nt0c,core_clip,embeddings.npz,300,469,long/v_10k/other
2fyil-5Nt0c,core_optical_flow,flow.npz,300,469,long/v_10k/other
2fyil-5Nt0c,cut_detection,cut_detection_model_facing_2026-07-19_15-39-05-674443_3ec01f20.npz,300,469,long/v_10k/other
2fyil-5Nt0c,cut_detection,cut_detection_features_2026-07-19_15-39-06-186544_4144e13d.npz,300,469,long/v_10k/other
2fyil-5Nt0c,scene_classification,scene_classification_features.npz,250,469,long/v_10k/other
2fyil-5Nt0c,uniqueness,uniqueness.npz,120,469,long/v_10k/other
2fyil-5Nt0c,video_pacing,video_pacing_features.npz,120,469,long/v_10k/other
2iNxMVjIcdU,core_clip,embeddings.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,core_optical_flow,flow.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,cut_detection,cut_detection_features_2026-07-20_17-50-48-898701_5e30e05e.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,cut_detection,cut_detection_model_facing_2026-07-20_17-50-48-276348_88e482c4.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,scene_classification,scene_classification_features.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,uniqueness,uniqueness.npz,32,8,vshort/v_viral/ru
2iNxMVjIcdU,video_pacing,video_pacing_features.npz,32,8,vshort/v_viral/ru
2ixcVQYmXxQ,core_clip,embeddings.npz,141,36,short/v_100k/other
2ixcVQYmXxQ,core_optical_flow,flow.npz,141,36,short/v_100k/other
2ixcVQYmXxQ,cut_detection,cut_detection_features_2026-07-20_01-09-36-057994_6a19bfeb.npz,141,36,short/v_100k/other
2ixcVQYmXxQ,cut_detection,cut_detection_model_facing_2026-07-20_01-09-35-729659_faf52511.npz,141,36,short/v_100k/other
2ixcVQYmXxQ,scene_classification,scene_classification_features.npz,141,36,short/v_100k/other
2ixcVQYmXxQ,uniqueness,uniqueness.npz,120,36,short/v_100k/other
2ixcVQYmXxQ,video_pacing,video_pacing_features.npz,120,36,short/v_100k/other
2jvh_0SovKs,core_clip,embeddings.npz,323,876,long/v_10k/ru
2jvh_0SovKs,core_optical_flow,flow.npz,323,876,long/v_10k/ru
2jvh_0SovKs,cut_detection,cut_detection_model_facing_2026-07-20_04-19-41-772467_82b3d02d.npz,323,876,long/v_10k/ru
2jvh_0SovKs,cut_detection,cut_detection_features_2026-07-20_04-19-42-260307_dc7f5ec6.npz,323,876,long/v_10k/ru
2jvh_0SovKs,scene_classification,scene_classification_features.npz,250,876,long/v_10k/ru
2jvh_0SovKs,uniqueness,uniqueness.npz,120,876,long/v_10k/ru
2jvh_0SovKs,video_pacing,video_pacing_features.npz,120,876,long/v_10k/ru
2n02vsk1N_Q,core_clip,embeddings.npz,264,121,medium/v_1m/other
2n02vsk1N_Q,core_optical_flow,flow.npz,264,121,medium/v_1m/other
2n02vsk1N_Q,cut_detection,cut_detection_features_2026-07-20_00-03-37-557530_fae326da.npz,264,121,medium/v_1m/other
2n02vsk1N_Q,cut_detection,cut_detection_model_facing_2026-07-20_00-03-37-119565_acf13e1b.npz,264,121,medium/v_1m/other
2n02vsk1N_Q,scene_classification,scene_classification_features.npz,250,121,medium/v_1m/other
2n02vsk1N_Q,uniqueness,uniqueness.npz,120,121,medium/v_1m/other
2n02vsk1N_Q,video_pacing,video_pacing_features.npz,120,121,medium/v_1m/other
2rwD_VjLyXg,core_clip,embeddings.npz,72,18,short/v_1m/other
2rwD_VjLyXg,core_optical_flow,flow.npz,72,18,short/v_1m/other
2rwD_VjLyXg,cut_detection,cut_detection_model_facing_2026-07-20_08-19-38-394567_3db5f7f1.npz,72,18,short/v_1m/other
2rwD_VjLyXg,cut_detection,cut_detection_features_2026-07-20_08-19-38-936369_517badc8.npz,72,18,short/v_1m/other
2rwD_VjLyXg,scene_classification,scene_classification_features.npz,72,18,short/v_1m/other
2rwD_VjLyXg,uniqueness,uniqueness.npz,72,18,short/v_1m/other
2rwD_VjLyXg,video_pacing,video_pacing_features.npz,72,18,short/v_1m/other
2sHDAOacuo8,core_clip,embeddings.npz,300,297,long/v_10k/ru
2sHDAOacuo8,core_optical_flow,flow.npz,300,297,long/v_10k/ru
2sHDAOacuo8,cut_detection,cut_detection_model_facing_2026-07-19_22-01-51-249798_1e031cc0.npz,300,297,long/v_10k/ru
2sHDAOacuo8,cut_detection,cut_detection_features_2026-07-19_22-01-51-665594_7a02b4a6.npz,300,297,long/v_10k/ru
2sHDAOacuo8,scene_classification,scene_classification_features.npz,250,297,long/v_10k/ru
2sHDAOacuo8,uniqueness,uniqueness.npz,120,297,long/v_10k/ru
2sHDAOacuo8,video_pacing,video_pacing_features.npz,120,297,long/v_10k/ru
2sMo-5IuPws,core_clip,embeddings.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,core_optical_flow,flow.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,cut_detection,cut_detection_features_2026-07-20_03-26-07-082745_96c2ba10.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,cut_detection,cut_detection_model_facing_2026-07-20_03-26-06-632419_84e95936.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,scene_classification,scene_classification_features.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,uniqueness,uniqueness.npz,20,5,vshort/v_viral/other
2sMo-5IuPws,video_pacing,video_pacing_features.npz,0,5,vshort/v_viral/other
2skmdRIf0vs,core_clip,embeddings.npz,88,23,short/v_low/other
2skmdRIf0vs,core_optical_flow,flow.npz,88,23,short/v_low/other
2skmdRIf0vs,cut_detection,cut_detection_model_facing_2026-07-20_23-16-35-297639_6f11fd4b.npz,88,23,short/v_low/other
2skmdRIf0vs,cut_detection,cut_detection_features_2026-07-20_23-16-35-820371_817736b5.npz,88,23,short/v_low/other
2skmdRIf0vs,scene_classification,scene_classification_features.npz,88,23,short/v_low/other
2skmdRIf0vs,uniqueness,uniqueness.npz,88,23,short/v_low/other
2skmdRIf0vs,video_pacing,video_pacing_features.npz,88,23,short/v_low/other
2wL9C4frayU,core_clip,embeddings.npz,245,71,medium/v_low/en
2wL9C4frayU,core_optical_flow,flow.npz,245,71,medium/v_low/en
2wL9C4frayU,cut_detection,cut_detection_features_2026-07-20_06-48-39-641197_139e2eca.npz,245,71,medium/v_low/en
2wL9C4frayU,cut_detection,cut_detection_model_facing_2026-07-20_06-48-39-129743_b893dd90.npz,245,71,medium/v_low/en
2wL9C4frayU,scene_classification,scene_classification_features.npz,245,71,medium/v_low/en
2wL9C4frayU,uniqueness,uniqueness.npz,119,71,medium/v_low/en
2wL9C4frayU,video_pacing,video_pacing_features.npz,119,71,medium/v_low/en
2waqtbkEw_s,core_clip,embeddings.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,core_optical_flow,flow.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,cut_detection,cut_detection_model_facing_2026-07-19_20-20-02-650704_ce32bf99.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,cut_detection,cut_detection_features_2026-07-19_20-20-02-994217_4ddc65ed.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,scene_classification,scene_classification_features.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,uniqueness,uniqueness.npz,35,9,vshort/v_100k/en
2waqtbkEw_s,video_pacing,video_pacing_features.npz,35,9,vshort/v_100k/en
2yQaNPbwze8,core_clip,embeddings.npz,83,21,short/v_1m/ru
2yQaNPbwze8,core_optical_flow,flow.npz,83,21,short/v_1m/ru
2yQaNPbwze8,cut_detection,cut_detection_model_facing_2026-07-20_23-04-47-893667_2e334607.npz,83,21,short/v_1m/ru
2yQaNPbwze8,cut_detection,cut_detection_features_2026-07-20_23-04-48-286356_c903d8f2.npz,83,21,short/v_1m/ru
2yQaNPbwze8,scene_classification,scene_classification_features.npz,83,21,short/v_1m/ru
2yQaNPbwze8,uniqueness,uniqueness.npz,83,21,short/v_1m/ru
2yQaNPbwze8,video_pacing,video_pacing_features.npz,83,21,short/v_1m/ru
30ubNf370Qs,core_clip,embeddings.npz,22,6,vshort/v_low/other
30ubNf370Qs,core_optical_flow,flow.npz,22,6,vshort/v_low/other
30ubNf370Qs,cut_detection,cut_detection_model_facing_2026-07-20_17-28-19-954716_c28ce656.npz,22,6,vshort/v_low/other
30ubNf370Qs,cut_detection,cut_detection_features_2026-07-20_17-28-20-552643_48c5f95a.npz,22,6,vshort/v_low/other
30ubNf370Qs,scene_classification,scene_classification_features.npz,22,6,vshort/v_low/other
30ubNf370Qs,uniqueness,uniqueness.npz,22,6,vshort/v_low/other
30ubNf370Qs,video_pacing,video_pacing_features.npz,0,6,vshort/v_low/other
36yPROlybfg,core_clip,embeddings.npz,136,35,short/v_10k/en
36yPROlybfg,core_optical_flow,flow.npz,136,35,short/v_10k/en
36yPROlybfg,cut_detection,cut_detection_features_2026-07-19_18-18-32-859502_a9810cfd.npz,136,35,short/v_10k/en
36yPROlybfg,cut_detection,cut_detection_model_facing_2026-07-19_18-18-32-301873_8ab774ef.npz,136,35,short/v_10k/en
36yPROlybfg,scene_classification,scene_classification_features.npz,136,35,short/v_10k/en
36yPROlybfg,uniqueness,uniqueness.npz,120,35,short/v_10k/en
36yPROlybfg,video_pacing,video_pacing_features.npz,120,35,short/v_10k/en
37PHMpCmaH0,core_clip,embeddings.npz,249,78,medium/v_100k/en
37PHMpCmaH0,core_optical_flow,flow.npz,249,78,medium/v_100k/en
37PHMpCmaH0,cut_detection,cut_detection_model_facing_2026-07-19_23-14-24-431684_df0ce873.npz,249,78,medium/v_100k/en
37PHMpCmaH0,cut_detection,cut_detection_features_2026-07-19_23-14-24-883306_a6ce2447.npz,249,78,medium/v_100k/en
37PHMpCmaH0,scene_classification,scene_classification_features.npz,249,78,medium/v_100k/en
37PHMpCmaH0,uniqueness,uniqueness.npz,120,78,medium/v_100k/en
37PHMpCmaH0,video_pacing,video_pacing_features.npz,120,78,medium/v_100k/en
39M6VW_oXt4,core_clip,embeddings.npz,239,61,medium/v_viral/ru
39M6VW_oXt4,core_optical_flow,flow.npz,239,61,medium/v_viral/ru
39M6VW_oXt4,cut_detection,cut_detection_model_facing_2026-07-20_07-26-04-256055_1c6ac200.npz,239,61,medium/v_viral/ru
39M6VW_oXt4,cut_detection,cut_detection_features_2026-07-20_07-26-04-780744_9d0231e1.npz,239,61,medium/v_viral/ru
39M6VW_oXt4,scene_classification,scene_classification_features.npz,239,61,medium/v_viral/ru
39M6VW_oXt4,uniqueness,uniqueness.npz,119,61,medium/v_viral/ru
39M6VW_oXt4,video_pacing,video_pacing_features.npz,119,61,medium/v_viral/ru
39x89Tl1vMI,core_clip,embeddings.npz,275,159,medium/v_1m/en
39x89Tl1vMI,core_optical_flow,flow.npz,275,159,medium/v_1m/en
39x89Tl1vMI,cut_detection,cut_detection_model_facing_2026-07-20_06-25-22-326902_3182e416.npz,275,159,medium/v_1m/en
39x89Tl1vMI,cut_detection,cut_detection_features_2026-07-20_06-25-22-836462_563c92b9.npz,275,159,medium/v_1m/en
39x89Tl1vMI,scene_classification,scene_classification_features.npz,250,159,medium/v_1m/en
39x89Tl1vMI,uniqueness,uniqueness.npz,120,159,medium/v_1m/en
39x89Tl1vMI,video_pacing,video_pacing_features.npz,120,159,medium/v_1m/en
3BNDpmXyVrI,core_clip,embeddings.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,core_optical_flow,flow.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,cut_detection,cut_detection_model_facing_2026-07-20_09-34-38-977776_96d92148.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,cut_detection,cut_detection_features_2026-07-20_09-34-39-546724_0202d220.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,scene_classification,scene_classification_features.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,uniqueness,uniqueness.npz,35,9,vshort/v_10k/ru
3BNDpmXyVrI,video_pacing,video_pacing_features.npz,35,9,vshort/v_10k/ru
3ErJc6a1TlU,core_clip,embeddings.npz,254,92,medium/v_100k/ru
3ErJc6a1TlU,core_optical_flow,flow.npz,254,92,medium/v_100k/ru
3ErJc6a1TlU,cut_detection,cut_detection_model_facing_2026-07-20_20-25-20-038166_e5140534.npz,254,92,medium/v_100k/ru
3ErJc6a1TlU,cut_detection,cut_detection_features_2026-07-20_20-25-20-570042_82752663.npz,254,92,medium/v_100k/ru
3ErJc6a1TlU,scene_classification,scene_classification_features.npz,249,92,medium/v_100k/ru
3ErJc6a1TlU,uniqueness,uniqueness.npz,119,92,medium/v_100k/ru
3ErJc6a1TlU,video_pacing,video_pacing_features.npz,119,92,medium/v_100k/ru
3FjJZrDLqyA,core_clip,embeddings.npz,299,353,long/v_low/en
3FjJZrDLqyA,core_optical_flow,flow.npz,299,353,long/v_low/en
3FjJZrDLqyA,cut_detection,cut_detection_model_facing_2026-07-19_22-31-31-489513_553ca3d7.npz,299,353,long/v_low/en
3FjJZrDLqyA,cut_detection,cut_detection_features_2026-07-19_22-31-32-062230_507df531.npz,299,353,long/v_low/en
3FjJZrDLqyA,scene_classification,scene_classification_features.npz,249,353,long/v_low/en
3FjJZrDLqyA,uniqueness,uniqueness.npz,119,353,long/v_low/en
3FjJZrDLqyA,video_pacing,video_pacing_features.npz,119,353,long/v_low/en
3IS-TVTOBhc,core_clip,embeddings.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,core_optical_flow,flow.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,cut_detection,cut_detection_model_facing_2026-07-20_02-57-11-144776_10a247f2.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,cut_detection,cut_detection_features_2026-07-20_02-57-11-578496_bcef4629.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,scene_classification,scene_classification_features.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,uniqueness,uniqueness.npz,20,5,vshort/v_1m/other
3IS-TVTOBhc,video_pacing,video_pacing_features.npz,0,5,vshort/v_1m/other
3IxsJEQrthE,core_clip,embeddings.npz,303,642,long/v_low/other
3IxsJEQrthE,core_optical_flow,flow.npz,303,642,long/v_low/other
3IxsJEQrthE,cut_detection,cut_detection_model_facing_2026-07-20_19-26-09-954481_0cc47866.npz,303,642,long/v_low/other
3IxsJEQrthE,cut_detection,cut_detection_features_2026-07-20_19-26-10-425222_87431310.npz,303,642,long/v_low/other
3IxsJEQrthE,scene_classification,scene_classification_features.npz,249,642,long/v_low/other
3IxsJEQrthE,uniqueness,uniqueness.npz,119,642,long/v_low/other
3IxsJEQrthE,video_pacing,video_pacing_features.npz,119,642,long/v_low/other
3K8Qy5u5KHE,core_clip,embeddings.npz,299,588,long/v_100k/other
3K8Qy5u5KHE,core_optical_flow,flow.npz,299,588,long/v_100k/other
3K8Qy5u5KHE,cut_detection,cut_detection_features_2026-07-20_18-07-55-166866_1f82700b.npz,299,588,long/v_100k/other
3K8Qy5u5KHE,cut_detection,cut_detection_model_facing_2026-07-20_18-07-54-654867_e59256f8.npz,299,588,long/v_100k/other
3K8Qy5u5KHE,scene_classification,scene_classification_features.npz,249,588,long/v_100k/other
3K8Qy5u5KHE,uniqueness,uniqueness.npz,119,588,long/v_100k/other
3K8Qy5u5KHE,video_pacing,video_pacing_features.npz,119,588,long/v_100k/other
3K9pn03-6OU,core_clip,embeddings.npz,287,216,long/v_1m/ru
3K9pn03-6OU,core_optical_flow,flow.npz,287,216,long/v_1m/ru
3K9pn03-6OU,cut_detection,cut_detection_features_2026-07-19_22-23-44-683257_6cae635b.npz,287,216,long/v_1m/ru
3K9pn03-6OU,cut_detection,cut_detection_model_facing_2026-07-19_22-23-44-246944_eaad81ad.npz,287,216,long/v_1m/ru
3K9pn03-6OU,scene_classification,scene_classification_features.npz,250,216,long/v_1m/ru
3K9pn03-6OU,uniqueness,uniqueness.npz,120,216,long/v_1m/ru
3K9pn03-6OU,video_pacing,video_pacing_features.npz,120,216,long/v_1m/ru
3Lrz8eRm3Zs,core_clip,embeddings.npz,305,655,long/v_10k/other
3Lrz8eRm3Zs,core_optical_flow,flow.npz,305,655,long/v_10k/other
3Lrz8eRm3Zs,cut_detection,cut_detection_model_facing_2026-07-20_11-23-03-071504_a1e74992.npz,305,655,long/v_10k/other
3Lrz8eRm3Zs,cut_detection,cut_detection_features_2026-07-20_11-23-03-679877_a850834d.npz,305,655,long/v_10k/other
3Lrz8eRm3Zs,scene_classification,scene_classification_features.npz,250,655,long/v_10k/other
3Lrz8eRm3Zs,uniqueness,uniqueness.npz,120,655,long/v_10k/other
3Lrz8eRm3Zs,video_pacing,video_pacing_features.npz,120,655,long/v_10k/other
3PKnJqZR9n0,core_clip,embeddings.npz,85,22,short/v_viral/en
3PKnJqZR9n0,core_optical_flow,flow.npz,85,22,short/v_viral/en
3PKnJqZR9n0,cut_detection,cut_detection_features_2026-07-20_16-16-02-626229_4598edf0.npz,85,22,short/v_viral/en
3PKnJqZR9n0,cut_detection,cut_detection_model_facing_2026-07-20_16-16-02-093456_b5fead82.npz,85,22,short/v_viral/en
3PKnJqZR9n0,scene_classification,scene_classification_features.npz,85,22,short/v_viral/en
3PKnJqZR9n0,uniqueness,uniqueness.npz,85,22,short/v_viral/en
3PKnJqZR9n0,video_pacing,video_pacing_features.npz,85,22,short/v_viral/en
3Q6Mgoph0bo,core_clip,embeddings.npz,192,49,short/v_low/ru
3Q6Mgoph0bo,core_optical_flow,flow.npz,192,49,short/v_low/ru
3Q6Mgoph0bo,cut_detection,cut_detection_features_2026-07-20_02-04-24-158680_66f80867.npz,192,49,short/v_low/ru
3Q6Mgoph0bo,cut_detection,cut_detection_model_facing_2026-07-20_02-04-23-753696_b88af1d4.npz,192,49,short/v_low/ru
3Q6Mgoph0bo,scene_classification,scene_classification_features.npz,192,49,short/v_low/ru
3Q6Mgoph0bo,uniqueness,uniqueness.npz,119,49,short/v_low/ru
3Q6Mgoph0bo,video_pacing,video_pacing_features.npz,119,49,short/v_low/ru
3Qe7-rZZGdw,core_clip,embeddings.npz,198,50,short/v_low/other
3Qe7-rZZGdw,core_optical_flow,flow.npz,198,50,short/v_low/other
3Qe7-rZZGdw,cut_detection,cut_detection_features_2026-07-20_01-57-54-758873_9bf1295d.npz,198,50,short/v_low/other
3Qe7-rZZGdw,cut_detection,cut_detection_model_facing_2026-07-20_01-57-54-337599_28356526.npz,198,50,short/v_low/other
3Qe7-rZZGdw,scene_classification,scene_classification_features.npz,198,50,short/v_low/other
3Qe7-rZZGdw,uniqueness,uniqueness.npz,120,50,short/v_low/other
3Qe7-rZZGdw,video_pacing,video_pacing_features.npz,120,50,short/v_low/other
3UY2Qtkkioo,scene_classification,scene_classification_features.npz,250,746,long/v_viral/other
3UY2Qtkkioo,uniqueness,uniqueness.npz,120,746,long/v_viral/other
3UY2Qtkkioo,video_pacing,video_pacing_features.npz,120,746,long/v_viral/other
3_H0csefyYk,core_clip,embeddings.npz,150,38,short/v_1m/ru
3_H0csefyYk,core_optical_flow,flow.npz,150,38,short/v_1m/ru
