a,b,spearman
core_optical_flow__preview_pair_pos__p90,cut_detection__times_s__mean,0.9942
core_optical_flow__preview_pair_pos__p90,cut_detection__times_s__max,0.9942
core_optical_flow__preview_pair_pos__p90,cut_detection__times_s__p50,0.9942
core_optical_flow__preview_pair_pos__max,cut_detection__times_s__p90,0.9942
core_optical_flow__preview_pair_pos__p50,cut_detection__times_s__p90,0.9942
core_optical_flow__preview_pair_pos__p50,cut_detection__times_s__max,0.9942
core_optical_flow__preview_pair_pos__p50,cut_detection__times_s__mean,0.9942
core_optical_flow__preview_pair_pos__mean,cut_detection__times_s__std,0.9942
core_optical_flow__preview_pair_pos__p50,cut_detection__times_s__std,0.9942
core_optical_flow__preview_pair_pos__p50,cut_detection__times_s__p50,0.9942
core_optical_flow__preview_pair_pos__std,cut_detection__times_s__std,0.9942
core_optical_flow__preview_pair_pos__std,cut_detection__times_s__p50,0.9942
core_optical_flow__preview_pair_pos__max,cut_detection__times_s__max,0.9942
core_optical_flow__preview_pair_pos__max,cut_detection__times_s__mean,0.9942
core_optical_flow__preview_pair_pos__mean,cut_detection__times_s__p50,0.9942
core_optical_flow__preview_pair_pos__mean,cut_detection__times_s__mean,0.9942
core_optical_flow__preview_pair_pos__std,cut_detection__times_s__mean,0.9942
core_optical_flow__preview_pair_pos__std,cut_detection__times_s__max,0.9942
core_optical_flow__preview_pair_pos__mean,cut_detection__times_s__max,0.9942
core_optical_flow__preview_pair_pos__mean,cut_detection__times_s__p90,0.9942
cut_detection__event_end_time_s__p90,cut_detection__event_times_s__max,0.994
cut_detection__event_end_time_s__max,cut_detection__event_end_time_s__p90,0.9935
scene_classification__end_time_s__mean,scene_classification__end_time_s__p50,0.9935
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__threshold_flow__max,0.9935
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__threshold_flow__min,0.9935
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__threshold_flow__mean,0.9935
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__threshold_flow__p50,0.9935
core_optical_flow__motion_norm_per_sec_mean__std,cut_detection__threshold_flow__p90,0.9935
cut_detection__event_end_time_s__max,cut_detection__event_times_s__max,0.9934
cut_detection__event_start_time_s__mean,cut_detection__event_start_time_s__p90,0.9932
cut_detection__event_times_s__mean,cut_detection__event_times_s__p90,0.9929
cut_detection__motion_flow_mag__std,cut_detection__threshold_flow__p50,0.9925
cut_detection__motion_flow_mag__std,cut_detection__threshold_flow__mean,0.9925
cut_detection__motion_flow_mag__std,cut_detection__threshold_flow__p90,0.9925
cut_detection__flow_mag__std,cut_detection__threshold_flow__mean,0.9925
cut_detection__motion_flow_mag__std,cut_detection__threshold_flow__min,0.9925
cut_detection__flow_mag__std,cut_detection__threshold_flow__p90,0.9925
cut_detection__motion_flow_mag__std,cut_detection__threshold_flow__max,0.9925
cut_detection__flow_mag__std,cut_detection__threshold_flow__p50,0.9925
cut_detection__soft_flow_mag__std,cut_detection__threshold_flow__min,0.9925
cut_detection__soft_flow_mag__std,cut_detection__threshold_flow__p50,0.9925
cut_detection__flow_mag__std,cut_detection__threshold_flow__max,0.9925
cut_detection__flow_mag__std,cut_detection__threshold_flow__min,0.9925
cut_detection__soft_flow_mag__std,cut_detection__threshold_flow__max,0.9925
cut_detection__soft_flow_mag__std,cut_detection__threshold_flow__mean,0.9925
cut_detection__soft_flow_mag__std,cut_detection__threshold_flow__p90,0.9925
cut_detection__hard_cuts_count,cut_detection__scene_hard_cut_transitions,0.9923
cut_detection__hard_cuts_count,cut_detection__scene_count,0.9923
core_clip__cut_detection_transition_scores__mean,core_clip__cut_detection_transition_scores__p50,0.9922
scene_classification__start_time_s__mean,scene_classification__start_time_s__p50,0.9921
cut_detection__event_end_time_s__std,cut_detection__event_times_s__std,0.992
scene_classification__frame_scene_id__p90,scene_classification__frame_scene_id__std,0.992
cut_detection__event_start_time_s__p90,cut_detection__event_start_time_s__std,0.9919
cut_detection__event_start_time_s__max,cut_detection__event_start_time_s__std,0.9918
scene_classification__frame_entropy__min,scene_classification__frame_top1_prob__max,0.9917
scene_classification__frame_entropy__min,scene_classification__frame_topk_probs__max,0.9917
core_clip__frame_embeddings__p90,scene_classification__frame_scene_embedding__p90,0.9917
cut_detection__union_timestamps_sec__p50,scene_classification__times_s__p50,0.991
cut_detection__union_timestamps_sec__p50,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__p50,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__p50,scene_classification__times_s__p50,0.991
cut_detection__pair_times_s__p50,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__p50,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__p50,scene_classification__end_time_s__max,0.991
cut_detection__pair_times_s__mean,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__times_s__p50,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__max,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__std,scene_classification__end_time_s__max,0.991
cut_detection__pair_times_s__max,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__mean,scene_classification__times_s__p90,0.991
cut_detection__union_timestamps_sec__p50,scene_classification__times_s__mean,0.991
cut_detection__union_timestamps_sec__p50,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__p50,scene_classification__times_s__std,0.991
cut_detection__pair_times_s__p90,scene_classification__times_s__std,0.991
scene_classification__end_time_s__mean,scene_classification__end_time_s__p90,0.991
cut_detection__union_timestamps_sec__p50,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__times_s__max,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__end_time_s__max,0.991
cut_detection__pair_times_s__p90,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__p90,scene_classification__times_s__p50,0.991
cut_detection__pair_times_s__p90,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__p90,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__p90,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__p90,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__std,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__std,scene_classification__times_s__p50,0.991
cut_detection__pair_times_s__std,scene_classification__times_s__std,0.991
cut_detection__pair_times_s__std,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__std,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__std,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__times_s__mean,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__max,scene_classification__times_s__p90,0.991
cut_detection__union_timestamps_sec__max,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__std,scene_classification__times_s__p90,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__times_s__max,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__times_s__p50,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__times_s__p90,0.991
cut_detection__union_timestamps_sec__mean,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__p50,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__max,scene_classification__end_time_s__max,0.991
cut_detection__union_timestamps_sec__std,scene_classification__times_s__p50,0.991
cut_detection__union_timestamps_sec__std,scene_classification__times_s__mean,0.991
cut_detection__union_timestamps_sec__std,scene_classification__times_s__max,0.991
cut_detection__union_timestamps_sec__std,scene_classification__times_s__std,0.991
cut_detection__union_timestamps_sec__max,scene_classification__times_s__max,0.991
cut_detection__union_timestamps_sec__max,scene_classification__times_s__p50,0.991
cut_detection__union_timestamps_sec__max,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__mean,scene_classification__end_time_s__max,0.991
cut_detection__pair_times_s__max,scene_classification__times_s__std,0.991
cut_detection__pair_times_s__max,scene_classification__times_s__p90,0.991
cut_detection__pair_times_s__max,scene_classification__times_s__p50,0.991
cut_detection__pair_times_s__max,scene_classification__times_s__mean,0.991
cut_detection__pair_times_s__mean,scene_classification__times_s__p50,0.991
cut_detection__pair_times_s__mean,scene_classification__times_s__max,0.991
cut_detection__pair_times_s__mean,scene_classification__times_s__mean,0.991
scene_classification__start_time_s__mean,scene_classification__start_time_s__std,0.9908
cut_detection__event_end_time_s__mean,cut_detection__event_end_time_s__p90,0.9908
cut_detection__event_end_time_s__mean,cut_detection__event_times_s__p90,0.9907
cut_detection__event_end_time_s__max,cut_detection__event_times_s__p90,0.9904
cut_detection__event_start_time_s__max,cut_detection__event_times_s__max,0.9904
cut_detection__event_start_time_s__p90,cut_detection__event_times_s__p90,0.9904
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__p50,scene_classification__times_s__max,0.9903
core_optical_flow__times_s__p50,scene_classification__end_time_s__max,0.9903
core_optical_flow__times_s__p50,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__p50,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__p50,scene_classification__times_s__std,0.9903
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__p90,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__std,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__std,0.9903
core_optical_flow__times_s__p50,scene_classification__times_s__mean,0.9903
core_optical_flow__times_s__p90,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__p90,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__mean,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__mean,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_cur_times_s__p50,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__max,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__std,0.9903
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__mean,0.9903
core_optical_flow__times_s__std,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__std,scene_classification__times_s__std,0.9903
core_optical_flow__times_s__mean,scene_classification__end_time_s__max,0.9903
core_optical_flow__times_s__mean,scene_classification__times_s__max,0.9903
core_optical_flow__times_s__max,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__max,scene_classification__times_s__std,0.9903
core_optical_flow__times_s__mean,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__mean,scene_classification__times_s__std,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__max,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__mean,0.9903
core_optical_flow__times_s__p90,scene_classification__times_s__std,0.9903
core_optical_flow__times_s__p90,scene_classification__times_s__mean,0.9903
core_optical_flow__times_s__p90,scene_classification__times_s__max,0.9903
core_optical_flow__times_s__p90,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__p50,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__max,0.9903
core_optical_flow__preview_prev_times_s__mean,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__std,scene_classification__times_s__p50,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__std,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__p90,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__max,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__std,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__max,scene_classification__times_s__p50,0.9903
core_optical_flow__times_s__max,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__max,scene_classification__times_s__mean,0.9903
core_optical_flow__times_s__max,scene_classification__times_s__max,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__end_time_s__max,0.9903
core_optical_flow__times_s__std,scene_classification__times_s__max,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_prev_times_s__p50,scene_classification__times_s__max,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__p90,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__p50,0.9903
core_optical_flow__preview_cur_times_s__max,scene_classification__times_s__std,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__mean,0.9903
core_optical_flow__preview_cur_times_s__mean,scene_classification__times_s__max,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__p50,0.9903
core_optical_flow__preview_prev_times_s__max,scene_classification__times_s__p90,0.9903
core_optical_flow__times_s__std,scene_classification__end_time_s__max,0.9903
core_optical_flow__preview_cur_times_s__p50,scene_classification__times_s__std,0.9903
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__p90,0.9902
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__max,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__p50,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__mean,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__std,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__p90,0.9902
core_optical_flow__preview_pair_pos__p90,scene_classification__end_frame__max,0.9902
core_optical_flow__preview_pair_pos__std,scene_classification__end_frame__max,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__mean,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__max,0.9902
core_optical_flow__preview_cur_times_s__std,scene_classification__end_time_s__max,0.9902
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__std,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__end_time_s__max,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__p90,0.9902
core_optical_flow__preview_pair_pos__max,scene_classification__end_frame__max,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__std,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__times_s__max,0.9902
core_optical_flow__preview_prev_times_s__p90,scene_classification__end_time_s__max,0.9902
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__p50,0.9902
core_optical_flow__preview_cur_times_s__std,scene_classification__times_s__mean,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__std,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__p90,0.9902
core_optical_flow__preview_cur_times_s__p90,scene_classification__times_s__p50,0.9902
core_optical_flow__preview_pair_pos__p50,scene_classification__end_frame__max,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__mean,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__max,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__end_time_s__max,0.9902
core_optical_flow__preview_prev_times_s__std,scene_classification__times_s__p50,0.9902
core_optical_flow__preview_pair_pos__mean,scene_classification__end_frame__max,0.9902
core_clip__frame_embeddings__mean,scene_classification__frame_scene_embedding__mean,0.9901
core_optical_flow__flow_mag_p95_per_sec_norm__min,cut_detection__flow_mag__min,0.9901
core_optical_flow__flow_mag_p95_per_sec_norm__min,cut_detection__motion_flow_mag__min,0.9901
core_optical_flow__flow_mag_p95_per_sec_norm__min,cut_detection__soft_flow_mag__min,0.9901
cut_detection__union_timestamps_sec__max,scene_classification__end_frame__max,0.99
cut_detection__pair_times_s__mean,scene_classification__end_frame__max,0.99
cut_detection__pair_times_s__p90,scene_classification__end_frame__max,0.99
cut_detection__union_timestamps_sec__std,scene_classification__end_frame__max,0.99
cut_detection__union_timestamps_sec__p50,scene_classification__end_frame__max,0.99
cut_detection__union_timestamps_sec__mean,scene_classification__end_frame__max,0.99
cut_detection__pair_times_s__max,scene_classification__end_frame__max,0.99
cut_detection__union_timestamps_sec__p90,scene_classification__end_frame__max,0.99
cut_detection__pair_times_s__p50,scene_classification__end_frame__max,0.99
cut_detection__event_times_s__max,cut_detection__event_times_s__std,0.99
scene_classification__start_frame__max,scene_classification__start_frame__p90,0.99
cut_detection__pair_times_s__std,scene_classification__end_frame__max,0.99
cut_detection__event_times_s__p90,cut_detection__event_times_s__std,0.9898
core_clip__places365_video_topk_scores__max,core_clip__places365_video_topk_scores__p90,0.9897
cut_detection__event_times_s__max,cut_detection__event_times_s__mean,0.9896
core_optical_flow__preview_pair_pos__max,scene_classification__times_s__p90,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__end_time_s__max,0.9895
core_optical_flow__preview_pair_pos__max,scene_classification__end_time_s__max,0.9895
core_optical_flow__preview_pair_pos__max,scene_classification__times_s__mean,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__times_s__mean,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__times_s__std,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__times_s__p90,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__times_s__max,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__end_time_s__max,0.9895
core_optical_flow__preview_pair_pos__max,scene_classification__times_s__p50,0.9895
core_optical_flow__preview_pair_pos__max,scene_classification__times_s__std,0.9895
core_optical_flow__preview_pair_pos__max,scene_classification__times_s__max,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__times_s__std,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__end_time_s__max,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__times_s__max,0.9895
core_optical_flow__preview_pair_pos__p50,scene_classification__times_s__p50,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__times_s__max,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__times_s__mean,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__times_s__p50,0.9895
core_optical_flow__preview_pair_pos__mean,scene_classification__times_s__p90,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__times_s__p90,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__times_s__p50,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__times_s__std,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__times_s__p90,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__times_s__max,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__times_s__std,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__times_s__p50,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__times_s__mean,0.9895
core_optical_flow__preview_pair_pos__p90,scene_classification__times_s__mean,0.9895
core_optical_flow__preview_pair_pos__std,scene_classification__end_time_s__max,0.9895
scene_classification__frame_scene_id__max,scene_classification__frame_scene_id__std,0.9894
cut_detection__event_times_s__mean,cut_detection__event_times_s__p50,0.9894
core_optical_flow__times_s__p90,scene_classification__end_frame__max,0.9893
core_optical_flow__times_s__p50,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_prev_times_s__mean,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_prev_times_s__p50,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_cur_times_s__max,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_cur_times_s__p50,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_prev_times_s__max,scene_classification__end_frame__max,0.9893
core_optical_flow__times_s__mean,scene_classification__end_frame__max,0.9893
core_optical_flow__times_s__std,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_cur_times_s__mean,scene_classification__end_frame__max,0.9893
core_optical_flow__times_s__max,scene_classification__end_frame__max,0.9893
core_optical_flow__preview_cur_times_s__std,scene_classification__end_frame__max,0.9892
core_optical_flow__preview_prev_times_s__std,scene_classification__end_frame__max,0.9892
core_optical_flow__preview_prev_times_s__p90,scene_classification__end_frame__max,0.9892
core_optical_flow__preview_cur_times_s__p90,scene_classification__end_frame__max,0.9892
cut_detection__event_end_time_s__p90,cut_detection__event_times_s__mean,0.9891
cut_detection__event_start_time_s__mean,cut_detection__event_start_time_s__p50,0.9891
cut_detection__event_start_time_s__max,cut_detection__event_start_time_s__mean,0.9891
cut_detection__event_start_time_s__mean,cut_detection__event_times_s__mean,0.9891
core_clip__times_s__std,core_optical_flow__preview_cur_times_s__max,0.9888
core_clip__times_s__mean,core_optical_flow__preview_cur_times_s__std,0.9888
core_clip__times_s__mean,core_optical_flow__preview_cur_times_s__p50,0.9888
core_clip__times_s__mean,core_optical_flow__preview_prev_times_s__max,0.9888
core_clip__times_s__mean,core_optical_flow__preview_prev_times_s__mean,0.9888
core_clip__times_s__mean,core_optical_flow__preview_cur_times_s__mean,0.9888
core_clip__times_s__mean,core_optical_flow__preview_cur_times_s__max,0.9888
core_clip__times_s__std,core_optical_flow__times_s__mean,0.9888
core_clip__times_s__std,core_optical_flow__times_s__p50,0.9888
core_clip__times_s__p90,core_optical_flow__times_s__std,0.9888
core_clip__times_s__std,core_optical_flow__preview_prev_times_s__p50,0.9888
core_clip__times_s__std,core_optical_flow__preview_prev_times_s__mean,0.9888
core_clip__times_s__std,core_optical_flow__preview_prev_times_s__max,0.9888
core_clip__times_s__std,core_optical_flow__preview_prev_times_s__std,0.9888
core_clip__times_s__std,core_optical_flow__times_s__max,0.9888
core_clip__times_s__std,core_optical_flow__times_s__std,0.9888
core_clip__times_s__std,core_optical_flow__times_s__p90,0.9888
core_clip__times_s__max,core_optical_flow__preview_cur_times_s__std,0.9888
core_clip__times_s__max,core_optical_flow__preview_prev_times_s__mean,0.9888
core_clip__times_s__max,core_optical_flow__preview_prev_times_s__std,0.9888
core_clip__times_s__max,core_optical_flow__preview_prev_times_s__p50,0.9888
core_clip__times_s__max,core_optical_flow__times_s__max,0.9888
core_clip__times_s__max,core_optical_flow__times_s__mean,0.9888
core_clip__times_s__max,core_optical_flow__preview_cur_times_s__p50,0.9888
core_clip__times_s__max,core_optical_flow__times_s__p50,0.9888
core_clip__times_s__std,core_optical_flow__preview_cur_times_s__std,0.9888
core_clip__times_s__max,core_optical_flow__preview_prev_times_s__max,0.9888
core_clip__times_s__max,core_optical_flow__times_s__p90,0.9888
core_clip__times_s__max,core_optical_flow__times_s__std,0.9888
core_clip__times_s__std,core_optical_flow__preview_cur_times_s__mean,0.9888
core_clip__times_s__std,core_optical_flow__preview_cur_times_s__p50,0.9888
core_clip__times_s__p50,core_optical_flow__preview_cur_times_s__mean,0.9888
core_clip__times_s__p50,core_optical_flow__preview_cur_times_s__max,0.9888
core_clip__times_s__p90,core_optical_flow__preview_cur_times_s__std,0.9888
core_clip__times_s__mean,core_optical_flow__preview_prev_times_s__p50,0.9888
core_clip__times_s__mean,core_optical_flow__preview_prev_times_s__std,0.9888
core_clip__times_s__mean,core_optical_flow__times_s__max,0.9888
core_clip__times_s__p50,core_optical_flow__preview_cur_times_s__std,0.9888
core_clip__times_s__mean,core_optical_flow__times_s__p90,0.9888
core_clip__times_s__mean,core_optical_flow__times_s__mean,0.9888
core_clip__times_s__mean,core_optical_flow__times_s__std,0.9888
core_clip__times_s__mean,core_optical_flow__times_s__p50,0.9888
core_clip__times_s__p50,core_optical_flow__preview_cur_times_s__p50,0.9888
core_clip__times_s__p90,core_optical_flow__times_s__p90,0.9888
core_clip__times_s__p90,core_optical_flow__times_s__p50,0.9888
core_clip__times_s__p90,core_optical_flow__times_s__max,0.9888
core_clip__times_s__p90,core_optical_flow__times_s__mean,0.9888
core_clip__times_s__p90,core_optical_flow__preview_prev_times_s__mean,0.9888
core_clip__times_s__p90,core_optical_flow__preview_prev_times_s__max,0.9888
core_clip__times_s__p90,core_optical_flow__preview_cur_times_s__p50,0.9888
core_clip__times_s__p50,core_optical_flow__times_s__std,0.9888
core_clip__times_s__p50,core_optical_flow__times_s__p90,0.9888
core_clip__times_s__p50,core_optical_flow__times_s__p50,0.9888
core_clip__times_s__p90,core_optical_flow__preview_prev_times_s__std,0.9888
core_clip__times_s__p90,core_optical_flow__preview_prev_times_s__p50,0.9888
core_clip__times_s__p90,core_optical_flow__preview_cur_times_s__max,0.9888
core_clip__times_s__p90,core_optical_flow__preview_cur_times_s__mean,0.9888
core_clip__times_s__p50,core_optical_flow__preview_prev_times_s__std,0.9888
core_clip__times_s__p50,core_optical_flow__times_s__max,0.9888
core_clip__times_s__p50,core_optical_flow__times_s__mean,0.9888
core_clip__times_s__p50,core_optical_flow__preview_prev_times_s__p50,0.9888
core_clip__times_s__p50,core_optical_flow__preview_prev_times_s__max,0.9888
core_clip__times_s__p50,core_optical_flow__preview_prev_times_s__mean,0.9888
core_clip__times_s__max,core_optical_flow__preview_cur_times_s__mean,0.9888
core_clip__times_s__max,core_optical_flow__preview_cur_times_s__max,0.9888
core_clip__times_s__p90,core_optical_flow__preview_prev_times_s__p90,0.9887
core_clip__times_s__p90,core_optical_flow__preview_cur_times_s__p90,0.9887
core_clip__times_s__mean,core_optical_flow__preview_prev_times_s__p90,0.9887
core_clip__times_s__std,core_optical_flow__preview_prev_times_s__p90,0.9887
core_clip__times_s__p50,core_optical_flow__preview_cur_times_s__p90,0.9887
core_clip__times_s__mean,core_optical_flow__preview_cur_times_s__p90,0.9887
core_clip__times_s__max,core_optical_flow__preview_prev_times_s__p90,0.9887
core_clip__times_s__p50,core_optical_flow__preview_prev_times_s__p90,0.9887
core_clip__times_s__max,core_optical_flow__preview_cur_times_s__p90,0.9887
core_clip__times_s__std,core_optical_flow__preview_cur_times_s__p90,0.9887
scene_classification__frame_scene_id__mean,scene_classification__frame_scene_id__p90,0.9884
core_clip__frame_embeddings__p50,scene_classification__frame_scene_embedding__p50,0.9883
cut_detection__event_end_time_s__p90,cut_detection__event_times_s__std,0.9882
core_clip__shot_quality_scores__mean,core_clip__shot_quality_scores__p50,0.9882
core_clip__times_s__std,cut_detection__pair_times_s__max,0.9881
core_clip__times_s__max,cut_detection__union_timestamps_sec__p50,0.9881
core_clip__times_s__p50,cut_detection__pair_times_s__p50,0.9881
core_clip__times_s__p50,cut_detection__pair_times_s__p90,0.9881
core_clip__times_s__max,cut_detection__union_timestamps_sec__p90,0.9881
cut_detection__pair_times_s__max,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__p50,cut_detection__union_timestamps_sec__std,0.9881
core_clip__times_s__mean,cut_detection__union_timestamps_sec__std,0.9881
core_clip__times_s__std,cut_detection__pair_times_s__mean,0.9881
core_clip__times_s__std,cut_detection__union_timestamps_sec__mean,0.9881
core_clip__times_s__max,cut_detection__union_timestamps_sec__mean,0.9881
core_clip__times_s__std,cut_detection__pair_times_s__p90,0.9881
core_clip__times_s__p50,cut_detection__pair_times_s__std,0.9881
core_clip__times_s__p50,cut_detection__pair_times_s__mean,0.9881
core_clip__times_s__p50,cut_detection__pair_times_s__max,0.9881
core_clip__times_s__std,cut_detection__union_timestamps_sec__p90,0.9881
cut_detection__union_timestamps_sec__p90,scene_classification__end_time_s__p90,0.9881
cut_detection__union_timestamps_sec__p50,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__std,cut_detection__union_timestamps_sec__std,0.9881
cut_detection__union_timestamps_sec__mean,scene_classification__end_time_s__p90,0.9881
